8257_bloodrevenge,blood revenge,,
8258_tositdown,to sit down,1649,SIT DOWN
8259_abotanicalterm,(a botanical term),,
8260_kindofplant,kind of plant,,
8261_treetherootofwhichfurnishesareddyewhichisputaroundtheeyes,tree the root of which furnishes a red dye which is put around the eyes,,
8262_leafwithorwithoutbranch,leaf with or without branch,,
8263_kindofgrass,kind of grass,,
8264_totoiltosufferpain,"to toil, to suffer pain",,
8265_totoillaborendurehardshipbeweariedtormentedvexed,"to toil, labor, endure hardship, be wearied, tormented, vexed",,
8266_rewardfortrouble,reward for trouble,,
8267_toil,toil,,
8268_cadaver,cadaver,,
8269_carrioncorpse,"carrion, corpse",767,CORPSE
8270_cadavercarrion,"cadaver, carrion",1770,CARCASS
8271_bosombreast,"bosom, breast",1402,BREAST
8272_thatwhichisoppositethatwhichcorrespondsinfrontofbefore,"that which is opposite, that which corresponds; in front of, before",1882,BEFORE
8273_backspine,"back, spine",1291,BACK
8274_upperpartofchest,upper part of chest,,
8275_collarboneandthepartofthebodybetweenthelowerneckandthesternum,collarbone and the part of the body between the lower neck and the sternum,,
8276_windpipeandlungs,windpipe and lungs,,
8277_hiploinssmalloftheback,"hip, loins, small of the back",1745,HIP
8278_smallofthebackloins,"small of the back, loins",187,LOIN
8279_hipsandloins,hips and loins,,
8280_loinsridgesofmountains,loins; ridges of mountains,187,LOIN
8281_fleshofback,flesh of back,,
8282_fleshoftheback,flesh of the back,,
8283_fleshsmallofback,"flesh, small of back",2259,FLESH
8284_tocuttodivide,"to cut, to divide (?)",1432,CUT
8285_divisionsplitting,"division, splitting",,
8286_tobranchapart,to branch apart,,
8287_iitostriptodivest,"II. to strip, to divest",,
8288_toteartocuttopeel,"to tear, to cut, to peel",1432,CUT
8289_tobecometorntopieces,to become torn to pieces,,
8290_fleeingslipperyfugitive,"fleeing, slippery, fugitive",3702,SLIPPERY
8291_togoawaytodeparttowithdrawtoceasetodosomething,"to go away, to depart, to withdraw; to cease to do something",1752,LEAVE
8292_freeuncheckedflowofwater,"free, unchecked (flow of water)",2316,FREE
8293_toenterthewildernesstotaketothewoodstofleetoescapetorun,"to enter the wilderness, to take to the woods; to flee, to escape, to run",1519,RUN
8294_silvermoney,"silver, money",759,SILVER
8295_silver,silver,759,SILVER
8296_tobeconfidentatrest,"to be confident, at rest",168,REST
8297_tobeconfident,to be confident,,
8298_tospreadtoexpandtoextendtothrowsomebodydownuponhisfaceviitolietostretchoneself,"to spread, to expand, to extend; to throw somebody down upon his face; VII. to lie, to stretch oneself",38,SPREAD OUT
8299_tothrowdownonthebelly,to throw down on the belly,,
8300_tolieononesbelly,to lie on one’s belly,,
8301_pitoexplaintoelucidate,"(pi.) to explain, to elucidate",1626,EXPLAIN
8302_patoexplaintointerpret,"(pa.) to explain, to interpret",1626,EXPLAIN
8303_clumpsoffatbutter,"clumps of fat, butter",1245,BUTTER
8304_clumpsofbutter,clumps of butter,,
8305_clumpsofbuttercomingoutoftheholesinthepotwhenthemilkisbeingchurned,clumps of butter coming out of the holes in the pot when the milk is being churned,,
8306_tocrossspreadlegs,"to cross, spread legs",574,TRANSIT
8307_tohavethelegsstretchedwhilesleeping,to have the legs stretched while sleeping,,
8308_etendrelespiedstospreadfeet,étendre les pieds (to spread feet),,
8309_tobuy,to buy,1869,BUY
8310_buypurchase,"buy, purchase",1869,BUY
8311_achatmarchandisepurchasegoods,achat; marchandise (purchase; goods),3406,MERCHANDISE
8312_topurchasebuy,"to purchase, buy",1869,BUY
8313_tosell,to sell,1571,SELL
8314_tomigrate,to migrate,229,MOVE AWAY
8315_totravelgoonatripajourney,"to travel, go on a trip, a journey",3665,TRAVEL
8316_changeresidence,change residence,,
8317_movetoanotherplace,move to another place,,
8318_wombuterus,"womb, uterus",804,WOMB
8319_intestins,intestins,,
8320_tostriketocleave,"to strike, to cleave",353,STRIKE
8321_hiptostrikedowntowipeout,"(hip.) to strike down, to wipe out",,
8322_detruireruinerarrachertodestroyruintearoff,"détruire, ruiner, arracher (to destroy, ruin, tear off)",,
8323_onewhoinjuresdestroys,"one who injures, destroys",,
8324_tobetight,to be tight,3053,TIGHT
8325_viitobecomeleanemaciatedviiitobecomepoorinwantorneed,"VII. to become lean, emaciated; VIII. to become poor, in want or need",2339,NEED (SOMETHING)
8326_tocausetorejoice,to cause to rejoice,,
8327_torejoicetobegladtobecomforted,"to rejoice, to be glad, to be comforted",2192,REJOICE
8328_torejoicetobehappy,"to rejoice, to be happy",2192,REJOICE
8329_tobespacious,to be spacious,,
8330_toceasedesist,"to cease, desist",1928,CEASE
8331_tobespaciousroomyviitobedilatedwithjoyonesbosom,"to be spacious, roomy; VII. to be dilated with joy (one's bosom)",,
8332_toenlargeastructure,to enlarge a structure,,
8333_enlargement,enlargement,,
8334_todeceivetoslander,"to deceive, to slander",3230,DECEIVE
8335_toslander,to slander,3641,SLANDER
8336_todeceivebytalking,to deceive (by talking),3230,DECEIVE
8337_deception,deception,13,DECEIT
8338_totouchtofalluponsomebodytoattack,"to touch; to fall upon somebody, to attack",1892,TOUCH
8339_tomeetsomeonetofalluponsomeonetoassaultsomeone,"to meet someone; to fall upon someone, to assault someone",,
8340_tomeettotouchtohappenbefall,"to meet; to touch; to happen, befall",1831,MEET
8341_topaintoafflicttodistress,"to pain, to afflict, to distress",2561,HURT (SENSE PAIN)
8342_tobecomeafraid,to become afraid,,
8343_tobeterrified,to be terrified,,
8344_totesttotry,"to test, to try",1812,TRY
8345_totrytotesttoinvestigate,"to try, to test, to investigate",1812,TRY
8346_tobringtogether,to bring together,,
8347_toownashareinacommonfund,to own a share in a common fund,,
8348_group,group(?),,
8349_tomixtoassociatetouniteincompany,"to mix, to associate, to unite in company",2017,MIX
8350_toassembletocometogether,"to assemble, to come together",3638,ASSEMBLE (GET TOGETHER)
8351_tobringtogethertoreconciletoacquirepropertybymutualagreement,"to bring together, to reconcile; to acquire property by mutual agreement",,
8352_reunirrassemblerreunitereassemble,"réunir, rassembler (reunite, reassemble)",,
8353_toagreetomakeanagreement,"to agree, to make an agreement",3643,AGREE
8354_toplottoconspiretosummontoinvitetobeamemberofagroupinordertoshareinitssorrowsandjoys,"to plot, to conspire; to summon, to invite; to be a member of a group in order to share in its sorrows and joys",1611,INVITE
8355_tosharetodosomethingtogetherwithsomeone,"to share, to do something together with someone",884,SHARE
8356_inhabitantsubject,"inhabitant, subject",,
8357_settlerscolonistsinhabitants,"settlers, colonists, inhabitants",,
8358_habitantassujettiinhabitantsubject,habitant; assujetti (inhabitant; subject),,
8359_dependentsubjectresident,"dependent, subject, resident",,
8360_tohittokill,"to hit, to kill",1417,KILL
8361_tohitsomeonesoastonearlykillhim,to hit someone so as to nearly kill him,,
8362_toperforate,to perforate,1501,BORE
8363_toopenuppassway,to open up passway,,
8364_topiercetopenetratetogothrough,"to pierce, to penetrate, to go through",398,PIERCE
8365_topiercetomakeaholeinawaterjug,"to pierce, to make a hole in a water jug",398,PIERCE
8366_tocuttotear,"to cut, to tear",1432,CUT
8367_topickgathergrapes,"to pick, gather grapes",2148,PICK
8368_toseparatetodetachtotear,"to separate, to detach, to tear",1359,SEPARATE
8369_tobewinnowedgraintobecombedhair,to be winnowed (grain); to be combed (hair),,
8370_toscratchtoscrapewiththenailsorclawstocutgrassorreapgrainclosetotheground,"to scratch, to scrape with the nails or claws; to cut grass or reap grain close to the ground",1436,SCRATCH
8371_tobewinnowedgrain,to be winnowed (grain),,
8372_tocombtowinnow,"to comb, to winnow",2070,COMB (VERB)
8373_tomixtostir,"to mix, to stir",2017,MIX
8374_tomixupbystirringvigorously,to mix up by stirring vigorously,,
8375_tostirabouttomixup,"to stir about, to mix up",,
8376_todilutewithwatertodissolveinwater,"to dilute with water, to dissolve in water",,
8377_tomixbystirringvigorously,to mix by stirring vigorously,,
8378_tostirpowderysubstancesinwater,to stir powdery substances in water,,
8379_tospillout,to spill out,,
8380_togushouttospillout,"to gush out, to spill out",,
8381_togushtospurtup,"to gush, to spurt up",,
8382_togushup,to gush up,,
8383_togushoutspringtospitoutmilk,to gush out (spring); to spit out (milk),,
8384_toemigrate,to emigrate,,
8385_toemigratebedrivenaway,"to emigrate, be driven away",,
8386_beuprootedplant,be uprooted (plant),,
8387_toemigratebeuprooted,"to emigrate, be uprooted",,
8388_togetrevenge,to get revenge,,
8389_topunishtotakevengeancetovindicatetoplead,"to punish, to take vengeance; to vindicate, to plead",3649,PUNISH
8390_torevengetoavenge,"to revenge, to avenge",495,REVENGE
8391_togetrevengetoseekrevenge,"to get revenge, to seek revenge",,
8392_partlot,"part, lot",779,PART
8393_partportion,"part, portion",779,PART
8394_tax,tax,873,TAX
8395_lotpustule,lot; pustule,,
8396_todrawlots,to draw lots,,
8397_militarybilletingprovisioning,"military billeting, provisioning",,
8398_taxtributeowedbycitizenstothegovernment,"tax, tribute owed by citizens to the government",873,TAX
8399_taxinfoodorgrainforsoldiers,tax in food or grain for soldiers,,
8400_curtainrag,"curtain, rag",2621,CURTAIN
8401_rag,rag,332,RAG
8402_wornoutfragmentrag,"wornout fragment, rag",332,RAG
8403_garmentcloth,"garment, cloth",1616,CLOTH
8404_tospilltopour,"to spill, to pour",1487,POUR
8405_tobecomeplentifultoswelltospreadverserdeleau,"to become plentiful, to swell; to spread; verser (de l'eau)",1573,SWELL
8406_tospilltopourtospreadtobescatteredabout,"to spill, to pour; to spread, to be scattered about",1487,POUR
8407_tospilltospillouttoleak,"to spill, to spill out, to leak",2253,DRIP (EMIT LIQUID)
8408_tobespilled,to be spilled,,
8409_toseparatetotear,"to separate, to tear",1359,SEPARATE
8410_toremovethepelliclesfromgraintomoworreapclosetotheground,to remove the pellicles from grain; to mow or reap close to the ground,190,MOW
8411_tocomeouttobeprominent,"to come out, to be prominent",1107,GO OUT
8412_etptocometolightaphtouncover,(etp.) to come to light; (aph.) to uncover,1108,UNCOVER
8413_togiveouttodischargetocomeout,"to give out, to discharge, to come out",1107,GO OUT
8414_tobeshrewdcunningsmart,"to be shrewd, cunning, smart",2530,SMART
8415_tosurpasstoexcel,"to surpass, to excel",402,SURPASS
8416_tobesuperiortosurpasstoexceed,"to be superior, to surpass, to exceed",402,SURPASS
8417_passageentrance,"passage, entrance",,
8418_outletpassagegate,"outlet, passage, gate",2940,GATE
8419_gateentrancedoorway,"gate, entrance, door(way)",2940,GATE
8420_toknockdown,to knock down,,
8421_tothrowdowntoknockoutwithablowtothehead,"to throw down, to knock out with a blow to the head",,
8422_toknockdowntofalldowntofallflat,"to knock down; to fall down, to fall flat",1280,FALL
8423_tocuttobreak,"to cut, to break",1432,CUT
8424_tofallhardfromaheightandbreakonesbones,to fall hard from a height and break one’s bones,,
8425_totearoff,to tear off,,
8426_tocuttopiecesbits,"to cut to pieces, bits",,
8427_treebush,"tree, bush",906,TREE
8428_kindofbushwhoseseedsareusedtostunfish,kind of bush whose seeds are used to stun fish,,
8429_kindoftree,kind of tree,,
8430_tobespoiled,to be spoiled,,
8431_tobecomespoileddepraved,"to become spoiled, depraved",,
8432_tointerrupttobreakupacompany,"to interrupt, to break up (a company)",,
8433_tointerrupttobreakuptospoilgrainsugarbyspreadingitoutandtramplingonit,"to interrupt, to break up; to spoil (grain, sugar) by spreading it out and trampling on it",92,SPOIL (SOMEBODY OR SOMETHING)
8434_flathandwithwrist,flat hand with wrist,,
8435_thedistancebetweenthetipofthethumbandthatoftheindexfingerwhenheldapartorbetweentherootofthethumbandthetipoftheindexfingerwhentheformerisleaningagainstthelatter,"the distance between the tip of the thumb and that of the index finger when held apart, or between the root of the thumb and the tip of the index finger when the former is leaning against the latter",,
8436_wristbonethatjoinstheforearmwiththehand,"wrist, bone that joins the forearm with the hand",799,WRIST
8437_door,door,1567,DOOR
8438_kindofdiseasecausingscalesontheskinleprosy,(kind of) disease causing scales on the skin; leprosy,3624,LEPROSY
8439_apockmarkorwart,a pockmark or wart,2665,WART
8440_scalesonthebodiesofserpents,scales on the bodies of serpents,,
8441_scalesontheserpent,scales on the serpent,,
8442_leperwhohasscalyskin,"leper, who has scaly skin",,
8443_bladderinflatedorgan,"bladder, inflated organ",1746,BLADDER
8444_wombthebladderlikegulletofabird,womb; the (bladderlike) gullet of a bird,804,WOMB
8445_bladderofafish,bladder (of a fish),1746,BLADDER
8446_vesicabladderpustula,vesica (bladder); pustula,,
8447_naturalfemalepartsofbodyhighlydevelopedandthickwomanwhosevaginaisveryamplethickmanwhohasbigbuttocksorthicklips,"natural female parts of body, highly developed and thick; woman whose vagina is very ample, thick; man who has big buttocks, or thick lips",1244,THICK
8448_tobesoftmoistened,"to be soft, moistened",1856,SOFT
8449_tosoakmoisten,"to soak, moisten",2069,SOAK (VERB)
8450_crushedlooseearth,"crushed, loose earth",,
8451_rotten,rotten,1728,ROTTEN
8452_tobecomesourtobecomesoftbyreasonoftoomuchwater,to become sour; to become soft by reason of too much water,2229,BECOME SOUR
8453_toadheretosticktoeachother,"to adhere, to stick to each other",,
8454_toshuttoclose,"to shut, to close",1046,SHUT
8455_tostick,to stick,254,STICKING
8456_glue,glue,1069,GLUE
8457_toadheretosticktotocohere,"to adhere, to stick to, to cohere",,
8458_tobefirmsecuretighttobeadhesivepastedorsolderedontojoinsomeonetofollowafterhim,"to be firm, secure, tight; to be adhesive, pasted or soldered on; to join someone, to follow after him",3053,TIGHT
8459_tobetightstrict,"to be tight, strict",3053,TIGHT
8460_tobetightfirmtobegluedtosticktogether,"to be tight, firm, to be glued, to stick together",3053,TIGHT
8461_tobringalongsidetodrawalongside,"to bring alongside, to draw alongside",,
8462_tosticktocling,"to stick, to cling",254,STICKING
8463_toclingtoleavetobecontiguous,"to cling, to leave, to be contiguous",1752,LEAVE
8464_toclingtosticktogether,"to cling, to stick together",,
8465_toadheretoattachtobejoined,"to adhere, to attach, to be joined",3894,ATTACH
8466_toadheretotouchtoreach,"to adhere, to touch, to reach",1892,TOUCH
8467_itisgluedstuck,"it is glued, stuck",,
8468_tocleavetotostickto,"to cleave to, to stick to",,
8469_tobestuckorcementedtogether,to be stuck or cemented together,,
8470_topricktopuncture,"to prick, to puncture",1434,STAB
8471_topiercetostitch,"to pierce, to stitch",398,PIERCE
8472_topickupwiththetipsofthefingerstograsptointerlacewiththefingerstobraidhair,"to pick up with the tips of the fingers, to grasp, to interlace with the fingers; to braid (hair)",2021,GRASP
8473_topatchtomendagarment,"to patch, to mend a garment",3550,PATCH
8474_tobeclosetojoineachother,"to be close, to join each other",1046,SHUT
8475_nation,nation,789,PEOPLE
8476_toputtogether,to put together,,
8477_agreementconcord,"agreement, concord",3644,AGREEMENT
8478_tomakeapeacesettlement,to make a peace settlement,,
8479_tobeattachedfriendly,"to be attached, friendly",,
8480_tobegoodpatientdocile,"to be good, patient, docile",1035,GOOD
8481_topiercetostab,"to pierce, to stab ?",398,PIERCE
8482_toprovidewithdagesh,to provide with dagesh,,
8483_punctured,punctured,,
8484_stabbing,stabbing,,
8485_tostrikehard,to strike hard,,
8486_topulverize,to pulverize,,
8487_todecoratealeatherbookbindingbyimprintingincisingormakingstrokes,"to decorate a leather bookbinding by imprinting, incising or making strokes",,
8488_tocoverabookcoverscabbardorsaddlewithleathertoaffixmetaldecorationsalongaswordscabbardtomakedesignsonabookcoveroronjewelrywithametaltool,"to cover a book cover, scabbard or saddle with leather; to affix metal decorations along a sword scabbard; to make designs on a book cover or on jewelry with a metal tool",3424,SHEATH
8489_topush,to push,1452,PUSH
8490_topushtoknockdown,"to push, to knock down",1452,PUSH
8491_topushaway,to push away,,
8492_topushtostrike,"to push, to strike",1452,PUSH
8493_toperishtobewipedouttopushasidetorepulse,"to perish, to be wiped out; to push aside, to repulse",2865,DIE (FROM ACCIDENT)
8494_toharmtohurt,"to harm, to hurt",2411,HURT (SOMEBODY)
8495_topattoslap,"to pat, to slap",3160,SLAP
8496_toslap,to slap,3160,SLAP
8497_tobegoodbeautifultoprospertobepleasing,"to be good, beautiful, to prosper, to be pleasing",1427,BEAUTIFUL
8498_toadorntoembellish,"to adorn, to embellish",,
8499_tobeclearlivelytobrightentobebright,"to be clear, lively, to brighten, to be bright",679,BRIGHT
8500_tobecomelivelyanimatedtobeattractivenicelooking,"to become lively, animated; to be attractive, nice looking",2410,GOOD-LOOKING
8501_tobelively,to be lively,,
8502_tobebeautifulpretty,"to be beautiful, pretty",2410,GOOD-LOOKING
8503_tothreshtotrample,to thresh; to trample,285,THRESH
8504_tothreshtotrampledown,to thresh; to trample down,285,THRESH
8505_totrample,to trample,,
8506_totrampletotread,"to trample, to tread",575,TREAD
8507_totreadtotrampletothresh,"to tread, to trample; to thresh",285,THRESH
8508_tototreaddowntotrampleunderfoot,"to to tread down, to trample underfoot",,
8509_tostepontotrampletocrushunderfoot,"to step on, to trample, to crush underfoot",575,TREAD
8510_totrampleon,to trample on,,
8511_totreadtotrample,"to tread, to trample",575,TREAD
8512_tosteptoopentheway,"to step, to open (the way)",2065,STEP (VERB)
8513_totreadtothrash,"to tread, to thrash",575,TREAD
8514_tostrideinastatelymanner,to stride in a stately manner,,
8515_topleadeonescause,to pleade one’s cause,,
8516_judge,judge,861,JUDGE
8517_tomakeajudgment,to make a judgment,,
8518_tojudgetobringsuit,"to judge, to bring suit",1818,ADJUDICATE
8519_aparticularlawastatuteanordinancealaw,"a particular law, a statute, an ordinance, a law",1062,LAW
8520_loyalty,loyalty,,
8521_imposer,imposer,,
8522_judgmentpunishment,"judgment, punishment",1067,JUDGMENT
8523_tojudgetosentence,"to judge, to sentence",1818,ADJUDICATE
8524_mediator,mediator,,
8525_tocondemntojudge,"to condemn, to judge",484,CONDEMN
8526_secularjudge,secular judge,,
8527_tobelosttoperish,"to be lost, to perish",2865,DIE (FROM ACCIDENT)
8528_tofleetorunawayatrandom,"to flee, to run away at random",956,FLEE
8529_tobespreadtolieflat,"to be spread, to lie flat",38,SPREAD OUT
8530_toputintotojointogether,"to put into, to join together",,
8531_toassigntasks,to assign tasks,,
8532_tofallindrops,to fall in drops,,
8533_tofalltocollapse,"to fall, to collapse",1280,FALL
8534_tofalltofalldown,"to fall, to fall down",1280,FALL
8535_tobeheavy,to be heavy,1210,HEAVY
8536_tobewellshapedfullcomplete,"to be well-shaped, full, complete",1429,FULL
8537_tosettletopayinfull,"to settle, to pay in full",,
8538_tosettleadebt,to settle a debt,,
8539_tobesaddepressed,"to be sad, depressed",3973,DEPRESSED
8540_grieved,grieved,,
8541_tobeverysad,to be very sad,,
8542_tobegrieved,to be grieved,,
8543_tobeharddifficultforsomeone,"to be hard, difficult for someone",1884,HARD
8544_toblocktheway,to block the way,,
8545_tobeattofight,"to beat, to fight",1423,FIGHT
8546_hiptotormenttogrieve,"(hip.) to torment, to grieve",1955,GRIEVE
8547_aphdepulitprohibuitdefendittorepeltoprohibit,"(aph.) depulit; prohibuit, defendit (to repel; to prohibit)",,
8548_tobeattosmite,"to beat, to smite",1665,BEAT
8549_tostruggle,to struggle,,
8550_topiercetobeattohit,"to pierce, to beat, to hit",1433,HIT
8551_mortar,mortar,224,MORTAR
8552_tofeelpain,to feel pain,2561,HURT (SENSE PAIN)
8553_todistresstomakesuffer,"to distress, to make suffer",,
8554_tobefedupdepressed,"to be fed up, depressed",3973,DEPRESSED
8555_tofeelpaintosuffer,"to feel pain, to suffer",1101,SUFFER
8556_toswing,to swing,2871,SWING (MOVEMENT)
8557_hiptomovetoandfrotobrandish,"(hip.) to move to and fro, to brandish",,
8558_seinclinavitpependittobowintrtohang,se inclinavit; pependit (to bow (intr.); to hang),2884,HANG
8559_tooverlooktoovertop,"to overlook, to overtop",,
8560_tobecomelittlediminished,"to become little, diminished ?",,
8561_miseryhardshiptoil,"misery, hardship, toil",2553,MISERY
8562_dtooppresstosubdue,"D. to oppress, to subdue",,
8563_poordeficient,"poor, deficient",1674,POOR
8564_tobecomelittletiny,"to become little, tiny",,
8565_tobecomedegenerateddiminished,"to become degenerated, diminished",,
8566_tofixtofastentoplant,"to fix, to fasten, to plant",1094,FASTEN
8567_toplanttofixtofastentoimplant,"to plant, to fix, to fasten; to implant",1094,FASTEN
8568_toplanttofasten,"to plant, to fasten",1094,FASTEN
8569_toplanttosettle,"to plant, to settle",1486,PLANT (SOMETHING)
8570_toplanttofix,"to plant, to fix",1486,PLANT (SOMETHING)
8571_humpofanimalcameletc,"hump of animal (camel, etc.)",,
8572_camelhumpsummit,camel hump summit,,
8573_humpofanimal,hump of animal,,
8574_humpofcamelorofcattle,hump of camel or of cattle,,
8575_spine,spine,805,SPINE
8576_legsaslowerpartsofbody,legs (as lower parts of body),1297,LEG
8577_upperorinnerthigh,upper or inner thigh,,
8578_legsofacamellowerbodypartsass,"legs of a camel; lower body parts, ass",1862,DONKEY
8579_havinglargefeet,having large feet,,
8580_tocrushtopoundtobegroundfinelytobefineminute,"to crush, to pound; to be ground finely, to be fine, minute",354,POUND
8581_dtopulverizetocrash,"D. to pulverize, to crash",,
8582_tinyfineweak,tiny; fine; weak,1601,WEAK
8583_pulverizedfine,"pulverized, fine",218,FINE (PENALTY)
8584_tocrushtobecomefinethroughgrinding,to crush; to become fine through grinding,1520,CRUSH
8585_fine,fine,218,FINE (PENALTY)
8586_tobecrushedintosmallpiecestobegroundupfine,"to be crushed into small pieces, to be ground up fine",,
8587_togrindtopoundtobeat,"to grind, to pound, to beat",1033,GRIND
8588_topoundtocrush,"to pound, to crush",354,POUND
8589_tobreaktocrushtoknocktobethinslendersmallminutefine,"to break, to crush; to knock; to be thin, slender, small, minute, fine",2396,KNOCK
8590_tocrushtopoundtomakefine,"to crush, to pound, to make fine",354,POUND
8591_tobeminuteattenuatedtogrowthinandfinetobepulverizedbrokentobits,"to be minute, attenuated; to grow thin and fine; to be pulverized, broken to bits",,
8592_tobeattothrashsoundlytobefineminute,"to beat, to thrash soundly; to be fine, minute",1665,BEAT
8593_tobegroundfinely,to be ground finely,,
8594_topound,to pound,354,POUND
8595_tobepoundedslowlysmashed,"to be pounded, slowly smashed",,
8596_tobecomethin,to become thin,,
8597_tocontract,to contract,,
8598_tobendovertocurltodroop,"to bend over, to curl, to droop",2761,BEND (ONESELF)
8599_tocontractthehands,to contract (the hands),,
8600_todrawtogethershut,"to draw together, shut",1046,SHUT
8601_tocontractrestrainconstrain,"to contract, restrain, constrain",,
8602_toshrinkcontractdisappear,"to shrink, contract, disappear",54,SHRINK
8603_tobreakoffapiece,to break off a piece,,
8604_tosplittocut,"to split, to cut",1432,CUT
8605_totradeinwineorbeer,to trade in wine or beer,1639,BEER
8606_tobrewbeer,to brew beer,,
8607_femaletavernkeeper,female tavern keeper,,
8608_totipple,to tipple,,
8609_tobuywineinordertoresellit,to buy wine in order to resell it,,
8610_toblunttotrim,"to blunt, to trim",379,BLUNT
8611_toblunttochiptotrim,"to blunt, to chip, to trim",379,BLUNT
8612_onewhosetoothisbroken,one whose tooth is broken,,
8613_balances,balances,,
8614_scales,scales,266,SCALE
8615_beheavy,be heavy,1210,HEAVY
8616_toweighmeasure,"to weigh, measure",1098,WEIGH
8617_tochewcud,to chew cud,,
8618_toshouttocry,"to shout, to cry",1839,CRY
8619_toexclaimshouttoinvintetoclaim,"to exclaim, shout; to invinte; to claim",715,SHOUT
8620_toshoutloudly,to shout loudly,,
8621_toshoutcallinvite,"to shout, call, invite",715,SHOUT
8622_toshoutprotestbeinpain,"to shout, protest, be in pain",715,SHOUT
8623_tocryoutloud,to cry out loud,,
8624_tocalltocryout,"to call, to cry out",1084,CALL
8625_tocalltosummon,"to call, to summon",1084,CALL
8626_tomoveslowlystepbystep,"to move slowly, step by step",,
8627_boundarystone,boundary stone,,
8628_toreceivetogaintofindtoencounter,"to receive, to gain; to find, to encounter",719,FIND
8629_weddingfeast,wedding feast,,
8630_toopenonesmouth,to open one’s mouth,,
8631_toopenonesmouthrepeatedly,to open one’s mouth repeatedly,,
8632_tofashionpottery,to fashion (pottery),,
8633_potterceramist,"potter, ceramist",359,POTTER
8634_potter,potter,359,POTTER
8635_topoundtobefinesmall,"to pound; to be fine, small",354,POUND
8636_smallthin,"small, thin",1246,SMALL
8637_verysmall,very small,,
8638_smallgibboustractsofsandheapedup,small gibbous tracts of sand heaped up,,
8639_totransfixtorunthroughtothrusttostab,"to transfix, to run through, to thrust, to stab",1434,STAB
8640_tostamponthegroundtopoundtobeattothrash,"to stamp on the ground, to pound, to beat, to thrash",354,POUND
8641_towatchovertoprotecttokeep,"to watch over, to protect, to keep",1477,KEEP
8642_toprotectguardtowatchout,"to protect, guard; to watch out",2900,PROTECT
8643_toguardtoprotect,"to guard, to protect",2900,PROTECT
8644_towatchovertoprotecttoobserve,"to watch over, to protect; to observe",2900,PROTECT
8645_tokeep,to keep,1477,KEEP
8646_toguardtoobservetoretaininmemory,"to guard, to observe, to retain in memory",1940,GUARD
8647_toguardtoobserve,"to guard, to observe",1940,GUARD
8648_toguardwaitremainfresh,"to guard, wait, remain fresh",1590,WAIT (FOR)
8649_towatchovertotakecareof,"to watch over, to take care of",,
8650_toobservewatchoverprotect,"to observe, watch over, protect",2900,PROTECT
8651_tospytolookintodistance,"to spy, to look into distance",,
8652_tobecomecleartolookatattentively,to become clear; to look at attentively,,
8653_toclarifiedbecomeknown,"to clarified, become known",,
8654_toload,to load,3669,LOAD (SOMETHING)
8655_toheaptoload,"to heap, to load",3669,LOAD (SOMETHING)
8656_tocarrytoloadtoimpose,"to carry, to load, to impose",700,CARRY
8657_tocarryliftup,"to carry, lift up",700,CARRY
8658_tocarryloadbearfruit,"to carry, load, bear fruit",700,CARRY
8659_tocarrytoburden,"to carry, to burden",700,CARRY
8660_tobearcarry,"to bear, carry",700,CARRY
8661_itragentocarry,I. tragen (to carry),,
8662_tojourney,to journey,2393,JOURNEY
8663_tosaddleload,"to saddle, load",1679,LOAD
8664_totranshume,to transhume,,
8665_togoaroundtoturn,"to go around, to turn",1588,TURN
8666_tosurroundtoencircle,"to surround, to encircle",3274,ENCIRCLE
8667_tostackincirclestostaypermanentlyinoneplacetodwell,"to stack in circles; to stay permanently in one place, to dwell",363,"DWELL (LIVE, RESIDE)"
8668_tostaypermanentlyinoneplacetodwell,"to stay permanently in one place, to dwell",363,"DWELL (LIVE, RESIDE)"
8669_togoaroundtoovertaketodwelltolive,"to go around, to overtake; to dwell, to live",1422,BE ALIVE
8670_todwelltostay,"to dwell, to stay",987,REMAIN
8671_todwelltostayin,"to dwell, to stay in",363,"DWELL (LIVE, RESIDE)"
8672_togoroundtocircletoreturn,"to go round, to circle; to return",581,COME BACK
8673_toturnfromtorefuse,"to turn from, to refuse",49,REFUSE
8674_tosearchtoscout,"to search, to scout",1468,LOOK FOR
8675_torolltowinduptoturnupsidedown,"to roll, to wind up; to turn upside down",827,ROLL
8676_towanderaround,to wander around,,
8677_togoaround,to go around,,
8678_toyokeharness,"to yoke, harness",14,YOKE
8679_tomakereadytoyokeharnesstoattach,"to make ready, to yoke, harness, to attach",3894,ATTACH
8680_ibindherewith,I bind (herewith),,
8681_toharnesstoyoketobind,"to harness, to yoke, to bind",2217,YOKE (VERB)
8682_totightenharness,"to tighten, harness",1094,FASTEN
8683_tojoinbindattach,"to join, bind, attach",1743,JOIN
8684_totietogetherconnect,"to tie together, connect",1917,TIE
8685_petofastentojointoharness,"(pe.) to fasten, to join, to harness",1743,JOIN
8686_tobandagethehead,to bandage the head,,
8687_toyokebindtogether,"to yoke, bind together",14,YOKE
8688_toprepareeverythingforploughingtoyoke,"to prepare everything for ploughing, to yoke",14,YOKE
8689_toyokeharnessup,"to yoke, harness up",14,YOKE
8690_toyokeunite,"to yoke, unite",1743,JOIN
8691_tobefall,to befall,,
8692_periodoftimeusuallyayearoracentury,period of time (usually a year or a century),508,PERIOD
8693_fatemisfortune,"fate, misfortune",56,BAD LUCK
8694_always,always,1676,ALWAYS
