ID	DOCULECT	CONCEPT	VALUE	TOKENS	NOTE	COGID
16911	Arabic	house, tent	bayt-		(Lane 280)	1383
21486	Sabaic	house; village, estate; temple; clan, family	byt, bt		(SD 34)	1383
24723	Minaean	house	byt		(LM 25)	1383
21718	Qatabanian	house, estate; temple	byt		(LIQ 25)	1383
21484	Geez	house	bet		(CDG 116)	1383
21488	Tigre	house	bet		(WTS 243)	1383
21489	Tigrinya	house	bet		(TED 1154)	1383
21490	Amharic	house	bet		(AED 912)	1383
	PCS	to grant, offer a gift	ˀwš		(Kogan 2015: 318; Kogan 2006b: 243)	1384
1718	Ugaritic	present, gift	ˀušn		(DUL 118)	1384
16989	Hebrew	to grant, to reward	ˀwš		(HALOT 393, 398)	1384
1719	Arabic	to offer a present	ˀws		(LA 6 20)	1384
1720	Arabic	gift	ˀaws-		(LA 6 20)	1384
	PS	with, together with	*ˀit(t)-		(Arakelova 2001:20)	1385
16912	Akkadian	with	itti		(CAD I 302, AHw. 405)	1385
18363	Akkadian	with, beside	itu		(CAD I 312, AHw. 405)	1385
16913	Phoenician	with, to	ˀt		(Tomback 1978: 38)	1385
16914	Hebrew	together with, with the help of, by the side of, besides, out of, from	ˀēt/ˀitt-		(HALOT 101)	1385
16915	Tigre	on, in, by, (affected) with, because of, against	ˀət		(WTS 369)	1385
	PS	up to, until	*ˁaday		(DUL 142)	1386
16916	Akkadian	up to, as far as; until, up to (connoting time); concerning, as to	adi		(CAD A₁ 115, AHw. 12)	1386
16917	Ugaritic	up to, until; close to, around	ˁd		(DUL 146)	1386
16918	Phoenician	until; even	ˁd		(Tomback 1978: 238)	1386
16919	Hebrew	as far as, until, just before, during	ˁad		(HALOT 786)	1386
16920	Syriac	up to	ˁad		(LSyr. 510, SL 1069)	1386
16921	Mandaic	while, so far as, until	ad		(MD 6)	1386
16922	Sabaic	up to, into, until, in, at	ˁd, ˁdy		(SD 12)	1386
16923	Minaean	à, jusqu'à, dans (temps, lieu) (up to, in (of time and place)	ˁd		(LM 10)	1386
16924	Qatabanian	up to, as far as	ˁd/ˁdw		(LIQ 114)	1386
16925	Jibbali	till, until	ˀɛd		(JL 1)	1386
	PS	like, in the manner of	*kV		(Arakelova 2001: 16)	1387
16938	Akkadian	like, in the manner of, as, according to, instead of	kî		(CAD K 322, AHw. 468)	1387
16939	Ugaritic	like	k		(DUL 420)	1387
16940	Phoenician	like, as	k		(Tomback 1978: 136)	1387
16941	Hebrew	like, as; as many as, about; according to	kə		(HALOT 453)	1387
16942	Arabic	like, in the manner of	ka-		(BK 2 849, Lane 2581)	1387
16943	Sabaic	like, as	k-		(SD 76)	1387
16944	Qatabanian	like, as	k-		(LIQ 83)	1387
16946	Selti	like, according to, as... as	ko		(EDG 332)	1387
16947	Wolane	like, according to, as... as	ko		(EDG 332)	1387
16949	Endegen	like, according to, as... as	xä		(EDG 332)	1387
16948	Ennemor	like, according to, as... as	xä		(EDG 332)	1387
16950	Gyeto	like, according to, as... as	xä		(EDG 332)	1387
16945	Soddo	like, according to, as... as	ko		(EDG 332)	1387
	PArm	like, as, in the manner of	*kV-wāt		(Arakelova 2001: 17)	1388
16951	Official Aramaic	thus, so; likewise	kwt		(DNWSI 495)	1388
16952	Syriac	such as, like	ˀakwāt/ˀakāt		(LSyr. 17, SL 40)	1388
16953	Mandaic	like, as like unto, thus	akuat, kuat		(MD 16)	1388
	PS	like, in the manner of	*kVma/kVmā		(Arakelova 2001:18)	1389
16963	Akkadian	like, in the manner of, as, according to, corresponding to, instead of, in lieu of	kīma		(CAD K 367, AHw. 476)	1389
16964	Ugaritic	like	km/kmm		(DUL 443)	1389
16965	Phoenician	as, like	km		(Tomback 1978:143)	1389
16966	Hebrew	like, as	kəmō		(HALOT 481)	1389
16968	Arabic	de même que (in the same manner as)	kamā		(BK 2 927)	1389
16969	Geez	as, just as, even as, like; as if; such	kama		(CDG 284)	1389
16970	Tigre	according to, like	kəm		(WTS 394)	1389
18362	Tigrinya	as, like, according to, depending on	käm		(TED 1576)	1389
16981	Zway	like, as, according to, as... as	hum		(EDG 342)	1389
16973	Chaha	like, as, according to, as... as	xämä		(EDG 342)	1389
16974	Ezha	like, as, according to, as... as	xämä		(EDG 342)	1389
16976	Ennemor	like, as, according to, as... as	xämä		(EDG 342)	1389
16975	Muher	like, as, according to, as... as	xämä		(EDG 342)	1389
16978	Masqan	like, as, according to, as... as	hämä		(EDG 342)	1389
16977	Masqan	like, as, according to, as... as	xämä		(EDG 342)	1389
16979	Gogot	like, as, according to, as... as	hämä		(EDG 342)	1389
16971	Gogot	like, as, according to, as... as	kämä		(EDG 342)	1389
16980	Soddo	like, as, according to, as... as	hom		(EDG 342)	1389
16972	Soddo	like, as, according to, as... as	kom		(EDG 342)	1389
	PS	on, over	*ˁalay		(Arakelova 2001:25)	1390
16983	Akkadian	on, above, beyond, over; to, towards; against; more than; at the debit of, on account of	eli		(CAD E 89, AHw. 200)	1390
16984	Ebla	on, over; to, towards; in front of (sopra, a, davanti)	al₆/al₆-a		(Tonietti 1997:77–78)	1390
16985	Ugaritic	upon, on top of; next to, in the presence of; from; for, because of; against, on the account of; charged to; on, after	ˁl/ˁln		(DUL 155)	1390
16986	Phoenician	for, for the sake of; over, in charge of; against; from	ˁl		(Tomback 1978:242)	1390
16987	Phoenician	upon; over; into; besides	ˁlt		(Tomback 1978:248)	1390
16988	Hebrew	on, over	ˁal		(HALOT 825)	1390
17036	Syriac	above, upon	ˁal		(LSyr. 526, SL 1099)	1390
17037	Mandaic	on, upon, over, above	ˁl, ˁla		(MD 349)	1390
17039	Mandaic	upwards	ˁlai		(MD 350)	1390
17038	Mandaic	upon, above	ˁlauia, alauia		(MD 18, 350)	1390
17040	Mandaic	upwards	lilai		(MD 236)	1390
17041	Arabic	upon, over; notwithstanding; on account of; in the time of; according to, in conformity to; on the condition of	ˁalā		(Lane 2144)	1390
17042	Sabaic	on, upon; on the basis of; with respect to; against; to the detriment of	ˁly, ˁl, ˁln		(SD 16)	1390
17043	Minaean	sur, audessus de (on, over, above)	ˁl		(LM 13)	1390
17055	Minaean	vers le haut (upward)	l-ˁl		(LM 31)	1390
17044	Minaean	concernant (concerning)	ˁln		(LM 13)	1390
17045	Geez	above; against; on, upon, over; about, concerning	lāˁla/laˁal		(CDG 304)	1390
18839	Tigrinya	above, on top of	ləˁli		(TED 127)	1390
17046	Amharic	on, upon, above, at, in, on high, on the top, upstairs, up there, over there	lay		(AED 109)	1390
23614	Argobba	oberhalb (above)	tɛ-lɨˁla		(Wetter 2010: 216)	1390
17047	Harari	above, on, over; top, upper	läˀay/lāy		(EDH 98)	1390
23615	Gafat	audessus, par dessus (above, over)	laǯǯä		(Leslau 1956: 211)	1390
17049	Chaha	on, above	nän		(EDG 457)	1390
17051	Ezha	on, above	nän/nänne		(EDG 378)	1390
17050	Gyeto	on, above	nän		(EDG 457)	1390
18840	Muher	on, above	nän		(EDG 378)	1390
17052	Masqan	on, above	nän/nänne		(EDG 378)	1390
17053	Gogot	on, above	nän		(EDG 378)	1390
17048	Soddo	on, above	lalä		(EDG 378)	1390
	PCS	work, toil, labor	*ˁamal-		(Kogan 2008b:101)	1391
17001	Hebrew	trouble, labour, toil; anxiety; need	ˁāmāl		(HALOT 845)	1391
17002	Jewish Babylonian Aramaic	work, income	ˁamlā		(DJBA 870)	1391
17003	Syriac	labor; fruit of labor	ˁamlā		(LSyr. 530, SL 1112)	1391
17004	Arabic	labor, work, servise; deed, action	ˁamal		(Lane 2158)	1391
	PCS	to stick, to attach	*ˁtk		(Renfroe 1992:26‒29; Kogan 2015: 318)	1392
1724	Ugaritic	to tie, to fasten, to bind	ˁtk		(DUL 191)	1392
1725	Arabic	to stick (intrans.)	ˁtk		(Lane 1948)	1392
	PCS	to help, to aid	*ˁwn		(Renfroe 1992:22‒24; Kogan 2015: 323)	1393
24891	Akkadian	help, favour	taḫanātu		(AHw 1301, CAD T 40)	1393
24885	Hebrew	refuge; habitation	māˁōn		(BDB 732)	1393
24886	Jewish Palestinian Aramaic	dwelling place	mˁwn		(DJPA 322)	1393
24887	Syriac	land, region	māˁōnā		(LSyr. 398)	1393
1793	Arabic	IV. to help	ˁwn		(Lane 2203)	1393
1794	Sabaic	to aid, to help, to protect	h-ˁn		(SD 23)	1393
24890	Tigre	to help	ˁāwänä		(WTS 478)	1393
24888	Mehri	to help	āwīn		(ML 36.)	1393
24889	Jibbali	to help	oˁún		(JL 19)	1393
	PCS	ro create, to shape	*brˀ/*bry		(Kogan 2015: 551)	1394
17006	Hebrew	to create	brˀ		(HALOT 153)	1394
24229	Jewish Babylonian Aramaic	to create	bry		(DJBA 243)	1394
17007	Syriac	to create	bry		(LSyr. 94, SL 188)	1394
24228	Mandaic	to create	bra		(MD 69)	1394
17008	Arabic	to form, to fashion by cutting, to shape out	bry		(Lane 107)	1394
17009	Sabaic	to build, construct	brˀ		(SD 30)	1394
17010	Minaean	to build, construct	brˀ		(LM 23)	1394
17011	Qatabanian	to build, construct	brˀ		(LIQ 32)	1394
	PCS	to see, to watch	*bṣr		(Kogan 2015: 318–319)	1395
1726	Ugaritic	to watch	bṣr		(DUL 241)	1395
1727	Arabic	to see	bṣr		(Lane 210)	1395
	PArm	to be pregnant	*bṭn		(Kogan 2015: 175)	1396
13897	Jewish Palestinian Aramaic	to be pregnant	bṭn		(DJPA 91)	1396
13898	Jewish Babylonian Aramaic	to be pregnant	bṭn		(DJBA 198)	1396
6242	Syriac	to conceive	bṭn		(LSyr. 67, SL 139)	1396
13900	Mandaic	to become pregnant, to conceive	bṭn		(MD 58)	1396
13083	Mandaic	large belly; pregnancy	baṭna		(MD 47)	1396
13084	Maalula	schwanger sein, werden (to be(come) pregnant)	bṭn		(GNDM 16)	1396
13085	Maalula	(f.) schwanger (pregnant)	beṭna		(GNDM 16)	1396
	PCS	to rise, to shine (sun)	*ḏrḥ		(Kogan 2015: 429)	1397
17023	Hebrew	to rise (sun)	zrḥ		(HALOT 281)	1397
17021	Arabic	milk mixed with a larger quantity of water	ḏarāḥ-		(Lane 960)	1397
17022	Arabic	intensively red	ˀaḥmaru ḏarīḥiyyun		(Lane 960)	1397
	PArm	to rise (sun)	*dnḥ		(Kogan 2015: 429)	1398
17024	Official Aramaic	to rise, to shine, to be bright (said of the sun)	dnḥ		(DNWSI 256)	1398
17025	Jewish Palestinian Aramaic	to shine	dnḥ		(DJPA 153)	1398
17026	Syriac	to rise; to shine; to appear	dnḥ		(LSyr. 159, SL 312)	1398
	PCS	to grow old	*ḏḳn		(Kogan 2015: 428)	1399
13128	Hebrew	of mature age, old	zāḳēn		(HALOT 278)	1399
13129	Old Aramaic	to grow old	zḳn		(DNWSI 339)	1399
	PCS	to collect fruit	*gny		(Kogan 2015: 208)	1400
17029	Arabic	to gather, to pluck the fruit	ǯny		(Lane 472)	1400
17031	Sabaic	cultivated garden area	ˀgnw		(SD 50)	1400
17030	Sabaic	garden crop	gny		(SD 50)	1400
	PCS	to fall, to break (?)	*grdš		(Kogan 2015: 330)	1401
1863	Ugaritic	to be undermined, ruined	grdš		(DUL 307)	1401
1870	Amharic	to break a stick, to fell a large tree	gäräddäsä		(AED 1943)	1401
1869	Mehri	to fall down	əngərdōŝ		(ML 124)	1401
1868	Jibbali	to fall down	əngɛrdéŝ		(JL 78)	1401
	PCS	to swell	*γdd		(Kogan 2015: 319)	1402
1731	Ugaritic	to swell	γdd		(DUL 317)	1402
1732	Arabic	IV. to be swollen because of anger	γdd		(Lane 2231)	1402
1735	Mehri	influenza	γəddēt		(ML 132)	1402
1734	Mehri	to be seized by the throat	γáttəd		(ML 132)	1402
1736	Jibbali	to throttle	γedd		(JL 83)	1402
1737	Jibbali	choking feeling	γaddέt		(JL 83)	1402
	PCS	to feed	*γḏw		(Renfroe 1992:60‒61; Kogan 2015: 320)	1403
1746	Ugaritic	food, provisions	mγd		(DUL 532)	1403
1747	Arabic	to feed, to nourish	γḏw/γḏy		(Lane 2236)	1403
	PArm	small	*zuγayr-		(Kogan 2015: 430)	1404
	PCS	to sink down, to be depressed	*γwr		(Kogan 2015: 193)	1405
12286	Ugaritic	to tumble, fall, hurry	γr		(DUL 323)	1405
12285	Arabic	to sink down, to be depressed	γwr		(Lane 2306)	1405
	PCS	to cut	*hḏw		(Kogan 2015: 319)	1406
1738	Ugaritic	to lacerate oneself	hdy		(DUL 336)	1406
1739	Arabic	to cut with a sword	hḏw		(LA 15 420)	1406
	PS	rope	*ḥabl-		(CDG 223; HALOT 286)	1407
21581	Akkadian	rope	eblu		(CAD E 15)	1407
21580	Ugaritic	cord, rope, mooring rope	ḥbl		(DUL 352)	1407
21577	Hebrew	rope, cord, snares	ḥäbäl		(HALOT 286)	1407
16832	Jewish Babylonian Aramaic	rope	ḥaḇlā		(DJBA 427)	1407
16831	Syriac	rope	ḥablā		(LSyr. 210, SL 480)	1407
16833	Mandaic	rope	habla		(MD 115)	1407
17035	Arabic	rope, cord	ḥabl-		(Lane 504)	1407
21578	Sabaic	pact, alliance	ḥbl		(SD 65)	1407
21582	Geez	string, cord, rope, snares	ḥabl		(CDG 223)	1407
4218	Soqotri	straps for climbing palmtrees	ḥábhoḷ		(LS 159; CSOL I 551)	1407
	PCS	- care, attention	*ḥipṯ̣		(Kogan 2015: 210)	1408
12588	Hebrew	joy, delight; wish; matter, business	ḥēpäṣ		(HALOT 340)	1408
12590	Syriac	zealous, ardent	ḥupṭā		(LSyr. 250, SL 429)	1408
12592	Arabic	care, attention	ḥifḏ̣-		(Lane 602)	1408
	PC	to prostrate oneself	*ḥwy		(Kogan 2015: 295)	1409
1355	Ugaritic	to prostrate oneself	ḥwy		(DUL 380)	1409
1356	Hebrew	to bow down	hištaḥăwā		(HALOT 296, 1457)	1409
	PCS	to be kind	*lṭp		(Kogan 2015: 320; Tropper–Hayajneh 2003)	1410
1744	Ugaritic	benevolent	lṭpn		(DUL 507)	1410
1745	Arabic	to be friendly, kind, considerate, indulgent, merciful	lṭf		(Lane 3010)	1410
	PCS	grant, gift	*minḥ-at-		(Kogan 2015: 215)	1411
12698	Ugaritic	delivery	mnḥ		(DUL 562)	1411
12699	Hebrew	gift, present	minḥā		(HALOT 601)	1411
12702	Official Aramaic	meal offering	mnḥh		(DNWSI 659)	1411
12703	Jewish Palestinian Aramaic	meal offering	minḥā		(DJPA 317)	1411
12701	Arabic	a loan, a gift	minḥat-		(Lane 2737)	1411
	PCS	to tear	*mzˁ		(Kogan 2015: 321; Renfroe 1992)	1412
1756	Ugaritic	to tear, be torn	mzˁ		(DUL 607)	1412
1757	Arabic	II. to tear	mzˁ		(LA 8 399)	1412
	PCS	to go out, away	*ngw		(Kogan 2015: 327)	1413
1837	Ugaritic	to go away, depart	ng		(DUL 624)	1413
1838	Arabic	to go out, to escape	nǯw		(Lane 3028)	1413
1840	Sabaic	event, incident, outcome	mngw		(SD 94)	1413
1839	Sabaic	to give out	ngw		(SD 94)	1413
1841	Minaean	promulger, notifier, proclamer (promulgate, notify, proclaim)	ngw		(LM 66)	1413
1842	Qatabanian	result, outcome	mngw		(LIQ 102)	1413
1847	Tigre	to be clean	näga		(WTS 342)	1413
1848	Mehri	to be free	nīgi		(ML 288)	1413
1849	Jibbali	to survive	nígi		(JL 184)	1413
1850	Soqotri	délivrer (to deliver, to set free)	ngy		(LS 256)	1413
	PCS	to shake	*nγṣ̂		(Renfroe 1992:62‒64; Kogan 2015: 320)	1414
1749	Ugaritic	to contract, shake; to buckle	nγṣ		(DUL 625)	1414
1750	Arabic	to be in motion, convulsion; to totter	nγḍ		(Lane 2818)	1414
	PCS	inheritance	*niḥl-at-		(Kogan 2015: 216)	1415
17062	Akkadian	property handed over	niḫlatu		(CAD N₁ 126; Streck 2000:106, 108)	1415
12718	Ugaritic	property, inheritance	nḥlt		(DUL 628)	1415
12722	Arabic	grant	niḥlat-		(LA 11 775)	1415
	PCS	to go down	*nḥt		(Kogan 2015: 330)	1416
1448	Ugaritic	to cut out; to take down; to reach for; to put at the disposal	nḥt		(DUL 628, Tropper 1995b:60)	1416
	PCS	spirit, soul	*našam-at-		(Kogan 2015: 217)	1417
17067	Hebrew	spirit, soul	nəšāmā		(HALOT 730)	1417
17068	Syriac	soul	nšamtā		(LSyr. 451, SL 954)	1417
17069	Arabic	soul	nasamat-		(Lane 3032)	1417
	PCS	heart	*pVˀd-		(SED I No. 205; Kogan 2015: 320)	1418
1751	Ugaritic	heart	pˀid		(DUL 658)	1418
1752	Arabic	heart	fuˀād-		(Lane 2323)	1418
	PS	besides, apart from	*ˀilā/*ˀillā		(Arakelova 2001:27)	1420
17071	Akkadian	besides, apart from	ela		(CAD E 73, AHw. 196)	1420
17073	Akkadian	besides, apart from, in addition to, beyond	elat/ellit		(CAD E 76, AHw. 197)	1420
17072	Akkadian	without	illa		(CAD I 81, AHw. 372)	1420
17074	Amharic	without, except, other than, not, un	alä		(AED 1101)	1420
17075	Amharic	without, except	yalä		(AED 1690)	1420
17079	Wolane	without	alä		(EDG 37)	1420
17076	Endegen	without	alä		(EDG 37)	1420
17084	Ennemor	without	anä		(EDG 37)	1420
17077	Masqan	without	alä		(EDG 37)	1420
17081	Masqan	without	yalä		(EDG 37)	1420
17080	Gogot	without	yalä		(EDG 37)	1420
17078	Soddo	without	alä		(EDG 37)	1420
17082	Soddo	without	yalä		(EDG 37)	1420
17083	Soddo	without	yāla		(EDG 37)	1420
	Proto-MSA	to cover	*rgm		(Kogan 2015: 217–218; 568)	1421
12764	Mehri	to cover (usually food to keep the flies off it)	rəgūm		(ML 318)	1421
12765	Jibbali	to cover, to put a lid on	ɛrgúm		(JL 207)	1421
17086	Jibbali	to cover (a dead body, with stones and soil)	erógəm		(JL 207)	1421
17087	Jibbali	(corpse) to be buried	rɔ́tgəm		(JL 207)	1421
17088	Jibbali	to be covered, buried alive (as, e.g., a witch)	s̃ergím		(JL 207)	1421
17089	Jibbali	stoned, covered by stones; covered by stones and soil (in the grave)	rəgmún		(JL 207)	1421
	PCS	to suck, to suckle	*rγṯ		(Renfroe 1992:65‒66; Kogan 2015: 321)	1422
1754	Ugaritic	suckling	mrγṯ		(DUL 574)	1422
1755	Arabic	to suck	rγṯ		(Lane 1112)	1422
	PCS	to pour, to throw	*šdy		(Kogan 2015: 330)	1423
1866	Ugaritic	to pour	šdy		(DUL 811)	1423
	PS	to, towards	*šin		(Arakelova 2001:28)	1424
17092	Ebla	to, towards (a, verso, in)	si-in		(Tonietti 1997:79–83)	1424
17094	Sabaic	towards, in front of; next to, by	s₁n		(SD 127)	1424
21457	Sabaic	to, up to; next to, by	s₃n		(SD 139)	1424
17113	Chaha	until, till, up to, as far as	sən		(EDG 549)	1424
17117	Ezha	until, till, up to, as far as	sənn		(EDG 549)	1424
17115	Endegen	until, till, up to, as far as	sən		(EDG 549)	1424
17114	Ennemor	until, till, up to, as far as	sən		(EDG 549)	1424
17116	Gyeto	until, till, up to, as far as	sən		(EDG 549)	1424
17118	Muher	until, till, up to, as far as	sənn		(EDG 549)	1424
17119	Masqan	until, till, up to, as far as	sənn		(EDG 549)	1424
21458	Gogot	until, till, up to, as far as	sən		(EDG 549)	1424
17120	Mehri	with, in the presence of, at	hən		(ML 158)	1424
17121	Jibbali	for, in a while, for a time	s̃ín		(JL 268)	1424
	PCS	to find	*škḥ		(Kogan 2015: 330)	1425
1867	Ugaritic	to meet, (N) to be met, welcomed	škḥ		(DUL 814)	1425
17097	Official Aramaic	to find, meet	škḥ		(DNWSI 1132)	1425
17099	Palmyrean	to find, meet	škḥ		(DNWSI 1132)	1425
17098	Nabataean	to find	škḥ		(DNWSI 1132)	1425
17100	Jewish Palestinian Aramaic	to find; to be able	škḥ		(DJPA 549)	1425
17096	Syriac	to meet, to come upon, find	škḥ		(LSyr. 775, SL 1556)	1425
	PS	to send, to stretch out	*šlḥ		(Kogan 2015: 312)	1426
17102	Akkadian	to dispatch, send off	šalāḫu		(CAD Š₁ 193)	1426
17103	Ugaritic	to stretch, throw, to send	šlḥ		(DUL 816)	1426
17104	Hadramitic	to send	s₁lḥ		(Pirenne 1990:107)	1426
	PS	to strip off (hide, skin)	*šlḫ		(SED I No. 244; Kogan 2015: 312)	1427
17105	Akkadian	to take out, tear off, tear out	šalāḫu		(CAD Š₁ 193)	1427
	PCS	skin, hide	*šVlḫ-		(SED I No. 244; Kogan 2015: 312)	1428
24868	Akkadian	leather bucket; hide (used for wrapping)	mašlû		(CAD m 1, 380; AHw. 628)	1428
24867	Hebrew	hide, fresh skin	šälaḥ		(Jastrow 1580)	1428
17108	Palmyrean	skin	šlḥ		(DNWSI 1142)	1428
17844	Jewish Palestinian Aramaic	stripper or dealer of hides	šlḥ		(DJPA 551)	1428
17845	Jewish Palestinian Aramaic	not entirely processed hide	šlḥ		(DJPA 551)	1428
17846	Jewish Babylonian Aramaic	stripper of dealer in hides	šallāḥā		(DJBA 1148)	1428
17847	Jewish Babylonian Aramaic	leather, leather box, skin of fruit	šilḥā		(DJBA 1135)	1428
17106	Syriac	skin, pelt	šelḥā		(LSyr. 780, SL 1562)	1428
17107	Arabic	skin or hide that is stripped off	salḫ-		(BK 1 1121, Lane 1404)	1428
	PCS	to be firm, hard	*šrr		(Kogan 2015: 199)	1429
17109	Hebrew	stubbornness	šərīrūt		(HALOT 1658)	1429
17110	Syriac	to be strong, firm	šrr		(LSyr. 802, SL 1611)	1429
	PS	to, for	*ˀiš		(Arakelova 2001:29)	1430
17122	Akkadian	for, to	iš		(CAD I 222, AHw. 391)	1430
17123	Geez	until, till, unto, as far as, so much so, up to, to the point of, even also, within, for	ˀəska		(CDG 42)	1430
17124	Tigre	until	ˀasək		(WTS 363)	1430
18841	Tigrinya	owing to, for, because of; about, concerning, instead of, in place of; for the sake of	səlä		(TED 618)	1430
17125	Amharic	until, up to, till, as far as	əskä/əstä		(AED 1174)	1430
17126	Amharic	because of, regarding, on account of, concerning, about, with regard to, in consideration of; for the sake of, on behalf of; similar to, like, equal or comparable to; instead of	səlä		(AED 442)	1430
	PS	because of, for the sake of	*ˀVSVm		(Arakelova 2001:30)	1431
17127	Akkadian	concerning, on behalf of, on account of, because of, with respect to, related to	aššum		(CAD A₂ 467, AHw. 84)	1431
17128	Geez	because, since, in that; that is, namely; indeed, in fact	ˀəsma		(CDG 43)	1431
	PCS	to muzzle	*ŝbm		(Kogan 2015: 321)	1432
1763	Ugaritic	to muzzle	šbm		(DUL 805)	1432
1764	Arabic	to put a piece of wood crosswise in the mouth of a kid	šbm		(Lane 1499)	1432
	PCS	mud, clay	*ṯaˀṭ-		(Renfroe 1992:67; Kogan 2015: 322)	1433
1765	Ugaritic	mud, clay	ṯˀiṭ		(DUL 892)	1433
1766	Arabic	black mud	ṯaˀṭat-		(LA 7 301)	1433
	PCS	to cut, to scratch	*wḏy		(Renfroe 1992:70‒71; Kogan 2015: 322)	1434
1767	Ugaritic	to rip, to scratch	ydy		(DUL 958)	1434
1768	Arabic	notch, incision, cut; wounds	waḏyat-		(LA 15 451)	1434
	PES	to swallow	*wγṭ		(CDG 611; Kogan 2015: 78)	1436
17154	Geez	gulp down, devour, swallow	wəḫṭa, waḫaṭa		(CDG 611)	1436
21048	Tigre	to gulp down, to devour, to swallow	waḥaṭa		(WTS 433)	1436
21049	Tigrinya	to gulp down, to devour, to swallow	wäḥaṭä		(TED 1721)	1436
21050	Amharic	to gulp down, to devour, to swallow	waṭä		(AED 1592)	1436
21051	Argobba	to gulp down, to devour, to swallow	wähaṭa		(Leslau 1997: 225, AAD 364)	1436
21052	Harari	to gulp down, to devour, to swallow	wäḥaṭa		(EDH 159)	1436
21054	Selti	to gulp down, to devour, to swallow	wāṭä		(EDG 672)	1436
21053	Wolane	to gulp down, to devour, to swallow	waṭä		(EDG 672)	1436
21055	Zway	to gulp down, to devour, to swallow	wāṭä		(EDG 672)	1436
21056	Chaha	to gulp down, to devour, to swallow	waṭä		(EDG 672)	1436
21057	Ezha	to gulp down, to devour, to swallow	waṭä		(EDG 672)	1436
21064	Endegen	to gulp down, to devour, to swallow	wāˀä		(EDG 672)	1436
21063	Ennemor	to gulp down, to devour, to swallow	wāˀä		(EDG 672)	1436
21062	Gyeto	to gulp down, to devour, to swallow	wāṭä		(EDG 672)	1436
21058	Muher	to gulp down, to devour, to swallow	waṭä		(EDG 672)	1436
21059	Masqan	to gulp down, to devour, to swallow	waṭä		(EDG 672)	1436
21060	Gogot	to gulp down, to devour, to swallow	waṭä		(EDG 672)	1436
21061	Soddo	to gulp down, to devour, to swallow	waṭä		(EDG 672)	1436
	PCS	companion	*wVlVy-		(Renfroe 1992:71‒74; Kogan 2015: 322)	1437
1769	Ugaritic	comrade, companion	yly		(DUL 963)	1437
1770	Arabic	friend	waliyy-		(Lane 3061)	1437
	PCS	to wake	*yḳṯ̣		(Kogan 2015: 531)	1438
17156	Ugaritic	to be alert, pay attention	yḳγ		(DUL 976)	1438
17158	Hebrew	to wake up	ḳyṣ		(HALOT 1098)	1438
17157	Hebrew	to awake	yḳṣ		(HALOT 431)	1438
17159	Arabic	to wake up; to be alert, to be not sleeping	yqḏ̣		(LA 7 527)	1438
17160	Sabaic	distress, affliction	myḳṯ̣		(SD 169)	1438
7415	Soqotri	to awake (transitive)	táḳiṭ		(LS 444; CSOL I 675; CSOL II 610)	1438
	PNWS	lion	*ˀarway-/*ˀaryay-		(SED II Nos. 17, 18; Kogan 2015: 236)	1439
798	Ugaritic	lion	ˀarw		(DUL 111)	1439
2907	Phoenician	lion	ˀrw		(Tomback 1978: 29, Krahmalkov 2000: 71)	1439
799	Hebrew	lion	ˀaryē, ˀărī		(HALOT 87)	1439
2909	Old Aramaic	lion	ˀryh		(DNWSI 107)	1439
2910	Official Aramaic	lion	ˀry		(DNWSI 107)	1439
2908	Biblical Aramaic	lion	ˀaryē (pl. ˀaryāwāṯā)		(HALOT 1824)	1439
2911	Palmyrean	lion	ˀry		(DNWSI 107)	1439
2912	Jewish Palestinian Aramaic	lion	ˀry		(DJPA 74)	1439
2913	Jewish Babylonian Aramaic	lion	ˀaryā		(DJBA 166)	1439
2962	Syriac	lion	ˀaryā		(LSyr. 48, SL 98)	1439
2963	Mandaic	lion	aria		(MD 37)	1439
2966	Turoyo	Löwe (lion)	aryo		(RW 37)	1439
2964	Hertevin	Tiger (tiger)	ˀarya		(Jastrow 1988: 181)	1439
2965	Jilu	lion	erya		(Fox 1997: 130)	1439
	PNWS	to console	*nḥm		(Hasselbach–Huehnergard 2007:420; Kogan 2015: 220)	1440
17168	Hebrew	(pi.) to comfort; (nip.) to regret, to be sorry; to console oneself	nḥm		(HALOT 688–689)	1440
	PC	strong, mighty	*ˀabbīr-/*ˀabīr-		(Kogan 2015: 276)	1441
1139	Ugaritic	a stocky male animal (bull, horse)	ˀibr		(DUL 10)	1441
1140	Hebrew	strong	ˀabbīr		(HALOT 6)	1441
2367	Hebrew	bull; stallion	ˀābīr		(HALOT 6)	1441
	PC	poor	*ˀVby-ān-		(Kogan 2015:276)	1442
1152	Ugaritic	poor, wretch, insolvent	ˀabyn		(DUL 14)	1442
1153	Hebrew	poor	ˀäbyōn		(HALOT 5)	1442
	PS	red	*ˀdm		(Bulakh 2005a:258; Kogan 2015: 277)	1443
1157	Akkadian	red, red garment	adamu		(CAD A₁ 95, AHw. 10)	1443
1158	Arabic	être rouge, avoir la peau brunie (to be red; to have brown skin)	ˀdm		(BK 1 19, Lane 37)	1443
5345	Arabic	tawny, darkcomplexioned; having an intermixed color	ˀādam-		(Lane 37)	1443
1160	Geez	red	ˀaddāmāwi		(CDG 8)	1443
3037	Soqotri	lightbrown (cow)	édhom		(CSOL I 465; Naumkin et al. 2015b:41)	1443
	PC	man, person; people, mankind	*ˀadam-		(Kogan 2015: 278)	1444
