ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
4109	akkadian	to hold back, to withhold	kalû	kalû	k a l û		2088	k a l - û
4108	ps	to hold, to restrain	*klˀ	klʔ	k l ʔ		2088	k - l ʔ -
4124	ps	to honour	*hdr	hdr	h d r		2094	h - d - r -
4126	hebrew	to honour, to adorn	hdr	hdr	h d r		2094	h - d - r -
1920	arabic	to increase, augment	rbw	rbw	r b w		790	r - b w -
4170	arabic	to increase, to exceede	rdy	rdj	r d j		2135	r - d - j -
3615	akkadian	to insult	parû	parû	p a r û		1754	p a r û -
3614	ps	to insult	*pry	prj	p r j		1754	p - r - j
50	ps	to irrigate, to quench one’s thirst	*šḳy	ʃqˤj	ʃ qˤ j		9	ʃ - qˤ - j -
2249	ps	to itch, scratch (oneself)	*ḥkk	ħkk	ħ k k		952	ħ - k - k -
2254	geez	to itch, to scratch, to rub	ḥakaka	ħakaka	ħ a k a k a		952	ħ a k a k a
2158	ps	to join, to put together	*rˁw	rʕw	r ʕ w		891	- - r - - ʕ - - w - -
4000	arabic	to journey	ṯ̣ˁn	θˤʕn	θˤ ʕ n		2019	θˤ - ʕ - n -
3943	akkadian	to judge	diānu	diaːnu	d i aː n u		1991	d i aː - n u
3942	ps	to judge	*dyn	djn	d j n		1991	d - - j n -
3946	syriac	to judge	dān	daːn	d aː n		1991	d aː - - n -
3944	ugaritic	to judge	dyn	djn	d j n		1991	d - - j n -
3948	geez	to judge, to sentence	dyna	djna	d j n a		1991	d - - j n a
504	arabic	to jump	wṯb	wθb	w θ b		131	- - w - θ - b -
4110	geez	to keep back	kalˀa	kalʔa	k a l ʔ a		2088	k a l ʔ a
492	arabic	to keep in a place, to remain, to continue	ˀrk	ʔrk	ʔ r k		125	ʔ - - r - k -
468	ugaritic	to kill	mḫṣ	mxsˤ	m x sˤ		111	m - x - sˤ -
3755	akkadian	to kiss	našāḳu	naʃaːqˤu	n a ʃ aː qˤ u		1850	n a ʃ aː qˤ u
3757	hebrew	to kiss	nšḳ	nʃqˤ	n ʃ qˤ		1850	n - ʃ - qˤ -
3754	ps	to kiss	*nšḳ	nʃqˤ	n ʃ qˤ		1850	n - ʃ - qˤ -
3756	ugaritic	to kiss	nšḳ	nʃqˤ	n ʃ qˤ		1850	n - ʃ - qˤ -
3758	syriac	to kiss; to come into contact (of water)	nšḳ	nʃqˤ	n ʃ qˤ		1850	n - ʃ - qˤ -
2639	akkadian	to knead	lâšu	lâʃu	l â ʃ u		1068	l â - ʃ u
2643	geez	to knead	losa	losa	l o s a		1068	l o - s a
2640	hebrew	to knead	lwš	lwʃ	l w ʃ		1068	l - w ʃ -
2638	ps	to knead	*lwš	lwʃ	l w ʃ		1068	l - w ʃ -
2641	syriac	to knead	lwš	lwʃ	l w ʃ		1068	l - w ʃ -
155	arabic	to kneel	bārikat-­	baːrikat-	b aː r i k a t		31	b aː r i k a t
401	akkadian	to know	idû	idû	i d û		90	- i - d - - û
404	hebrew	to know	ydˁ	jdʕ	j d ʕ		90	- - j d - ʕ -
400	ps	to know	*wdˁ, *ydˁ	wdʕ	w d ʕ		90	- - w d - ʕ -
406	syriac	to know	ydˁ	jdʕ	j d ʕ		90	- - j d - ʕ -
403	ugaritic	to know	ydˁ	jdʕ	j d ʕ		90	- - j d - ʕ -
405	syriac	to know; to discern, recognize; to cohabit with	ˀdˁ	ʔdʕ	ʔ d ʕ		90	ʔ - - d - ʕ -
3810	hebrew	to lay down, set down, arrange, fix	ŝym	ɬjm	ɬ j m		1871	ɬ - j m -
2229	syriac	to lead	hdy	hdj	h d j		947	h - d - j
793	syriac	to lead; to deilver; to translate	ybl	jbl	j b l		353	- - j b - l -
3180	akkadian	to lean against sth, to stand by; to place	emēdu	emeːdu	e m eː d u		1590	- e m eː d u
1893	ps	to leave	*šyt	ʃjt	ʃ j t		783	ʃ - j t -
3026	ps	to leave	*ˁḏb	ʕðb	ʕ ð b		1501	ʕ - ð - b -
3029	hebrew	to leave, abandon; to leave behind; to let go	ˁzb	ʕzb	ʕ z b		1501	ʕ - z - b -
738	hebrew	to let loose	šry	ʃrj	ʃ r j		338	ʃ - r - j -
317	arabic	to lick	lḥs	lħs	l ħ s		63	l ħ - s -
315	ps	to lick	*lḥš	lħʃ	l ħ ʃ		63	l ħ - ʃ -
3585	akkadian	to lie across	parāku	paraːku	p a r aː k u		1744	p a r aː k u
699	syriac	to lie at rest, to keep quiet	škt	ʃkt	ʃ k t		321	ʃ - k - t -
199	akkadian	to lie down	niālu	niaːlu	n i aː l u		42	n i - aː l - - u
691	arabic	to lie down (animals)	rbḍ	rbdˤ	r b dˤ		315	r - b - dˤ -
690	hebrew	to lie down, rest (of animals) (mostly of animals); to lurk	rbṣ	rbsˤ	r b sˤ		315	r - b - sˤ -
687	ps	to lie down, to rest (mostly of animals)	*rbṣ̂	rbɬˤ	r b ɬˤ		315	r - b - ɬˤ -
688	akkadian	to lie down; to be at peace; to lurk	rabāṣu	rabaːsˤu	r a b aː sˤ u		315	r a b aː sˤ u
1945	ps	to lift, to carry	*zbl	zbl	z b l		796	z - b - l -
3189	ps	to live, to escape	*blṭ	bltˤ	b l tˤ		1592	b - l - tˤ -
3998	akkadian	to load	ṣênu	sˤênu	sˤ ê n u		2019	sˤ ê - - n u
4001	geez	to load	ṣaˁana	sˤaʕana	sˤ a ʕ a n a		2019	sˤ a ʕ a n a
3997	ps	to load	*ṯ̣ˁn	θˤʕn	θˤ ʕ n		2019	θˤ - ʕ - n -
1869	ugaritic	to look at	ˀmr	ʔmr	ʔ m r		776	- - ʔ - m - r - -
3995	arabic	to look at	nḏ̣r	nðˤr	n ðˤ r		2018	n - - ðˤ - r -
3996	geez	to look at	naṣṣara	nasˤsˤara	n a sˤ sˤ a r a		2018	n a sˤ sˤ a r a
3990	ps	to look at	*nṯ̣r	nθˤr	n θˤ r		2018	n - - θˤ - r -
3846	akkadian	to look for, search, to probe; to seek out someone	šeˀû	ʃeʔû	ʃ e ʔ û		1909	ʃ e ʔ û -
713	akkadian	to look for, to search for	buˀû	buʔû	b u ʔ û		327	b u ʔ û -
712	ps	to look for; to search; to examine	*bγy	bɣj	b ɣ j		327	b - ɣ - j
739	syriac	to loosen	šry	ʃrj	ʃ r j		338	ʃ - r - j -
3152	akkadian	to love	râmu	râmu	r â m u		1577	r â - m u
3151	ps	to love	*rˀm	rʔm	r ʔ m		1577	r - ʔ m -
3951	ps	to love	*wdd	wdd	w d d		1993	w - d d -
4175	arabic	to love a thing, to be attached to it; to bind, to hang	šnḳ	ʃnqˤ	ʃ n qˤ		2136	ʃ - n - qˤ -
3153	arabic	to love, to be affected, inclined to	rˀm	rʔm	r ʔ m		1577	r - ʔ m -
2302	akkadian	to love, to become fond of so.	menû	menû	m e n û		972	- - m e - n - - - û -
1942	akkadian	to make a ditch, to excavate	ḫaṭāṭu	xatˤaːtˤu	x a tˤ aː tˤ u		795	x a tˤ aː tˤ u
1944	arabic	to make a mark upon the ground	ḫṭṭ	xtˤtˤ	x tˤ tˤ		795	x - tˤ - tˤ -
3718	arabic	to make a notch or incision	frḍ	frdˤ	f r dˤ		1828	f - r - dˤ -
1394	arabic	to make a rope of two strands, or distinct yarns or twists	brm	brm	b r m		579	b - r - m - - -
620	hebrew	to make a sacrifice, to go up in smoke	ḳṭr	qˤtˤr	qˤ tˤ r		204	qˤ - tˤ r -
3592	arabic	to make a separation	frq	frq	f r q		1746	f - r - q -
3717	hebrew	to make a split, a breach	prṣ	prsˤ	p r sˤ		1828	p - r - sˤ -
194	hebrew	to make incisions upon oneself	gdd	gdd	g d d		39	g - d - d -
408	geez	to make know, inform	ˀaydəˁa	ʔajdəʕa	ʔ a j d ə ʕ a		90	ʔ a j d ə ʕ a
4008	akkadian	to make ready, to yoke, harness, to attach	ṣamādu	sˤamaːdu	sˤ a m aː d u		2021	sˤ a m aː d u
3781	akkadian	to make ritually clean, to purify	ḳuddušu	qˤudduʃu	qˤ u d d u ʃ u		1864	qˤ u d d u ʃ u
1837	ugaritic	to make spells or incantations	ḥrš	ħrʃ	ħ r ʃ		762	ħ - r - ʃ - -
4056	geez	to make thin	ˀarḳaḳa	ʔarqˤaqˤa	ʔ a r qˤ a qˤ a		2045	ʔ a r - qˤ a qˤ a
4080	arabic	to manifest passionate love or desire	ṣbw	sˤbw	sˤ b w		2075	sˤ - b - w - -
3779	arabic	to mark, stigmatize, brand	wsm	wsm	w s m		1863	w s - m - -
3777	ps	to mark, to brand	*wšm	wʃm	w ʃ m		1863	w ʃ - m - -
2388	arabic	to marry a woman	nyk	njk	n j k		995	n - j k -
541	ugaritic	to meet, to run into	mṯ̣ˀ	mθˤʔ	m θˤ ʔ		148	m - θˤ - ʔ
2203	hebrew	to menstruate	dwy	dwj	d w j		939	- d - w - j -
4043	hebrew	to mention, to remember	zkr	zkr	z k r		2040	z - k - r -
4041	ps	to mention, to remember	*ḏkr	ðkr	ð k r		2040	ð - k - r -
2830	syriac	to mingle, mix	bll	bll	b l l		1233	b - l - - l -
3705	arabic	to miss, to lose, not to find; V. visiter, examiner une chose, la considérer attentivement, y faire attention, en prendre soin (to visit, examine something, to consider it carefully, to pay attention to it, to take care of it)	fqd	fqd	f q d		1823	f - q - d -
2827	ps	to mix	*bll	bll	b l l		1233	b - l - - l -
4067	ugaritic	to mix perfume	rḳḥ	rqˤħ	r qˤ ħ		2067	r - qˤ ħ -
3894	arabic	to mix, to associate, to unite in company	ˀdm	ʔdm	ʔ d m		1956	ʔ - d - m -
2828	akkadian	to mix, to brew beer, to make an alloy, to knead (in the stative), to be spotted, variegated, to mix up, confuse, to pollute, to be numb	balālu	balaːlu	b a l aː l u		1233	b a l - aː l u
2318	arabic	to moan	nˀǯ	nʔg	n ʔ g		973	n - ʔ g - - -
2832	arabic	to moisten	bll	bll	b l l		1233	b - l - - l -
2829	hebrew	to moisten; to mix up, to confound	bll	bll	b l l		1233	b - l - - l -
2171	akkadian	to mount, to mate	rakābu	rakaːbu	r a k aː b u		897	- - r a k aː b u -
4162	akkadian	to move	namāšu	namaːʃu	n a m aː ʃ u		2133	n a m aː ʃ u -
1901	akkadian	to move in a circle	lawû	lawû	l a w û		786	- - l a w û - -
603	geez	to move; be shaken; to swing; to be agitated	zalala	zalala	z a l a l a		194	z a l - a l a
3818	ps	to obstruct	*skr	skr	s k r		1880	s - k - r -
2884	akkadian	to open	petû	petû	p e t û		1326	p e t - û
2888	arabic	to open	ftḥ	ftħ	f t ħ		1326	f - t ħ -
2889	geez	to open	fatḥa	fatħa	f a t ħ a		1326	f a t ħ a
2883	ps	to open	*ptḥ	ptħ	p t ħ		1326	p - t ħ -
2887	syriac	to open	ptḥ	ptħ	p t ħ		1326	p - t ħ -
2885	ugaritic	to open	ptḥ	ptħ	p t ħ		1326	p - t ħ -
2862	hebrew	to open wide, split	prṭ	prtˤ	p r tˤ		1318	p - r - tˤ -
535	syriac	to oppress, wrong; to accuse falsely	ṭlm	tˤlm	tˤ l m		145	tˤ - - l - m - - - -
2520	ps	to own	*bˁl	bʕl	b ʕ l		1041	b - - ʕ - l - - -
3893	akkadian	to own a share in a common fund	adāmu	adaːmu	a d aː m u		1956	- a d aː m u
2228	hebrew	to pant in its sleep (dog)	hzy	hzj	h z j		947	h - z - j
741	geez	to pardon, to absolve, to forgive	saraya	saraja	s a r a j a		338	s a r a j a
769	arabic	to pass away, to vanish	fny	fnj	f n j		347	f - - n - j -
4171	geez	to pay interest	radaya	radaja	r a d a j a		2135	r a d a j a
369	geez	to peel, decorticate	ḳʷalafa	qˤʷalafa	qʷˤ a l a f a		78	qʷˤ a l a f a - -
1574	geez	to peel, to bark	laḥaṣa	laħasˤa	l a ħ a sˤ a		653	l a ħ a sˤ a -
1935	ps	to perish	*ḫlḳ	xlqˤ	x l qˤ		794	x - l - qˤ -
1937	ugaritic	to perish	ḫlḳ	xlqˤ	x l qˤ		794	x - l - qˤ -
3927	geez	to perish, to be wiped out; to push aside, to repulse	daḥafa	daħafa	d a ħ a f a		1987	d a ħ a f a
511	arabic	to perish, to become in a bad state; to die	hlk	hlk	h l k		133	h - l - k -
3205	geez	to persevere, persist, last, stay	betata	betata	b e t a t a		1595	b e - t a t a
3237	geez	to pick (flowers), to pluck, to snap	ḳaṭafa	qˤatˤafa	qˤ a tˤ a f a		1605	qˤ a tˤ a f a
3898	hebrew	to pick, gather grapes	bṣr	bsˤr	b sˤ r		1961	b - sˤ - r -
2890	ps	to pierce	*ptḫ	ptx	p t x		1328	p - t - x - -
3696	ps	to pierce	*plš	plʃ	p l ʃ		1819	p - l - ʃ -
3920	akkadian	to pierce	dakāšu	dakaːʃu	d a k aː ʃ u		1986	d a k aː ʃ u
3697	akkadian	to pierce, bore, to break through, break into	palāšu	palaːʃu	p a l aː ʃ u		1819	p a l aː ʃ u
3699	syriac	to pierce, break through	plš	plʃ	p l ʃ		1819	p - l - ʃ -
554	arabic	to pierce, to bore	nqb	nqb	n q b		152	n - q - b -
553	syriac	to pierce, to make  a hole	nḳb	nqˤb	n qˤ b		152	n - qˤ - b -
3919	ps	to pierce, to stab ?	*dgš	dgʃ	d g ʃ		1986	d - g - ʃ -
3912	akkadian	to pierce, to stitch	takāpu	takaːpu	t a k aː p u		1984	t a k aː p u
2792	ps	to place	*škn	ʃkn	ʃ k n		1203	ʃ - k - n -
2793	akkadian	to place, to establish	šakānu	ʃakaːnu	ʃ a k aː n u		1203	ʃ a k aː n u
3811	syriac	to place, to set up	sym	sjm	s j m		1871	s - j m -
2894	ps	to plait	*ptl	ptl	p t l		1329	p - t - l -
3945	hebrew	to pleade one’s cause	dyn	djn	d j n		1991	d - - j n -
4157	ps	to plough	*krb	krb	k r b		2132	k - r b - - -
4159	syriac	to plough	krb	krb	k r b		2132	k - r b - - -
4160	arabic	to plough, to prepare land for sowing	krb	krb	k r b		2132	k - r b - - -
3688	arabic	to plow, to cultivate	flḥ	flħ	f l ħ		1806	f - l - ħ -
3232	ps	to pluck off	*ḳṭp	qˤtˤp	qˤ tˤ p		1605	qˤ - tˤ - p -
3234	hebrew	to pluck off (twigs, ears of corn)	ḳṭp	qˤtˤp	qˤ tˤ p		1605	qˤ - tˤ - p -
3235	syriac	to pluck off, collect, harvest	ḳṭp	qˤtˤp	qˤ tˤ p		1605	qˤ - tˤ - p -
2284	akkadian	to pluck wool	ḳarādu	qˤaraːdu	qˤ a r aː d u		966	qˤ a - r aː d u
3233	akkadian	to pluck, to pick, to cut off	ḳatāpu	qˤataːpu	qˤ a t aː p u		1605	qˤ a t aː p u
1841	geez	to practice sorcery	ḥarasa	ħarasa	ħ a r a s a		762	ħ a r a s a -
2720	akkadian	to pray to, to beseech, to supplicate	baˀālu	baʔaːlu	b a ʔ aː l u		1107	b a ʔ aː l u
3224	arabic	to precede, go before, lead	qdm	qdm	q d m		1601	q - d - m -
4066	akkadian	to prepare perfume	ruqqû	ruqqû	r u q q û		2067	r u q q û
4065	ps	to prepare perfume	*rḳḥ	rqˤħ	r qˤ ħ		2067	r - qˤ ħ -
4068	hebrew	to prepare, mix spiced ointment	rḳḥ	rqˤħ	r qˤ ħ		2067	r - qˤ ħ -
1568	akkadian	to press, to sqeeze out; to clean by combing	ḫalāṣu	xalaːsˤu	x a l aː sˤ u		653	x a l aː sˤ u -
3911	ps	to prick, to puncture	*tkb	tkb	t k b		1984	t - k - b -
2835	arabic	to produce plants or herbs, to become green, to put forth their buds (trees)	bql	bql	b q l		1235	b - q - l -
2227	akkadian	to produce unnatural sounds	azû	azû	a z û		947	- a z û -
1834	arabic	to protect, defend	ḥmy	ħmj	ħ m j		761	ħ m j
4176	ps	to protect, guard	*ḏmr	ðmr	ð m r		2137	ð - m r -
4177	ugaritic	to protect, guard	ḏmr	ðmr	ð m r		2137	ð - m r -
3992	ugaritic	to protect, guard; to watch out	nγr	nɣr	n ɣ r		2018	n - - ɣ - r -
54	geez	to provide enough water	saḳaya	saqˤaja	s a qˤ a j a		9	s a qˤ a j a
4114	akkadian	to provide with a headdress, to put a covering on someone's head	apāru	apaːru	a p aː r u		2090	- a p aː r u -
480	akkadian	to prowl, to make one’s rounds, to turn about	ṣâdu	sˤâdu	sˤ â d u		117	sˤ â - d u
1573	arabic	to pull out the eye together with the fat (of a slaughtered camel)	lḫṣ	lxsˤ	l x sˤ		653	l - x - sˤ - -
4152	ps	to pull, to drag	*grr	grr	g r r		2131	g - r r -
2891	akkadian	to puncture, to pierce	patāḫu	pataːxu	p a t aː x u		1328	p a t aː x u -
3577	hebrew	to purge out	brr	brr	b r r		1739	b - - - - r r -
3580	geez	to purify, to make white	barra	barra	b a r r a		1739	b a - - - r r a
3923	ps	to push	*dḥp	dħp	d ħ p		1987	d - ħ - p -
3925	hebrew	to push away	dḥp	dħp	d ħ p		1987	d - ħ - p -
3924	akkadian	to push, to knock down	daˀāpu	daʔaːpu	d a ʔ aː p u		1987	d a ʔ aː p u
3926	arabic	to push, to strike	dhf	dhf	d h f		1987	d - h - f -
4131	arabic	to put a ring or a collar of iron upon the neck or manacle on the hand	γll	ɣll	ɣ l l		2095	ɣ - l - l -
4092	arabic	to put in a sheath	γlf	ɣlf	ɣ l f		2083	ɣ - l - f -
601	arabic	to put in the state of agitation	zlzl	zlzl	z l z l		194	z - l z - l -
3952	geez	to put into, to join together	wadda	wadda	w a d d a		1993	w a d d a
3239	akkadian	to put on clothing; to clothe oneself; to clothe somebody; to cover	labāšu	labaːʃu	l a b aː ʃ u		1606	l a b aː ʃ u
3243	arabic	to put on, to wear	lbs	lbs	l b s		1606	l - b - s -
3917	arabic	to put together	lˀm	lʔm	l ʔ m		1985	l - ʔ - m
3028	ugaritic	to put, place, arrange	ˁdb	ʕdb	ʕ d b		1501	ʕ - d - b -
2482	akkadian	to rage, to be rabid	šegû	ʃegû	ʃ e g û		1025	ʃ e - g û -
1273	akkadian	to rain	zanānu	zanaːnu	z a n aː n u		541	z a n aː n u
1948	hebrew	to raise	zbl	zbl	z b l		796	z - b - l -
4195	hebrew	to raise	zḳp	zqˤp	z qˤ p		2145	z - qˤ - p -
4193	ps	to raise	*zḳp	zqˤp	z qˤ p		2145	z - qˤ - p -
3671	ugaritic	to raise, lift, help up; to carry; to wear	nšˀ	nʃʔ	n ʃ ʔ		1799	- - n - ʃ - ʔ -
3669	ps	to raise, to lift	*nŝˀ	nɬʔ	n ɬ ʔ		1799	- - n - ɬ - ʔ -
4145	geez	to rake up, to sweep up	ḥafaŝa	ħafaɬa	ħ a f a ɬ a		2128	ħ a f a ɬ a -
2715	ugaritic	to ransom, to redeem	pdy	pdj	p d j		1104	p - d - j
538	ps	to reach	*mṯ̣ˀ	mθˤʔ	m θˤ ʔ		148	m - θˤ - ʔ
542	hebrew	to reach, to meet, to find	mṣˀ	msˤʔ	m sˤ ʔ		148	m - sˤ - ʔ
737	ugaritic	to release	šry	ʃrj	ʃ r j		338	ʃ - r - j -
3589	ugaritic	to release, to unknit	prḳ	prqˤ	p r qˤ		1746	p - r - qˤ -
1894	akkadian	to remain, to be left over; to leave	šêtu	ʃêtu	ʃ ê t u		783	ʃ ê - t u
4045	arabic	to remember	ḏkr	ðkr	ð k r		2040	ð - k - r -
4044	syriac	to remember	dkr	dkr	d k r		2040	d - k - r -
4046	geez	to remember, recall, mention	zakara	zakara	z a k a r a		2040	z a k a r a
3591	syriac	to remove	prḳ	prqˤ	p r qˤ		1746	p - r - qˤ -
2844	akkadian	to report, to bring (good) news	bussuru	bussuru	b u s s u r u		1312	b u s s u r u
3751	ugaritic	to request, wish, demand, claim	ˀrš	ʔrʃ	ʔ r ʃ		1847	ʔ - r - ʃ - -
689	ugaritic	to rest, lie down	rbṣ	rbsˤ	r b sˤ		315	r - b - sˤ -
3829	arabic	to restrain; to curse; to destroy; to perish	ṯbr	θbr	θ b r		1881	θ - b - r -
2927	arabic	to return, to come back	bwˀ	bwʔ	b w ʔ		1377	b - w ʔ - - -
714	ugaritic	to reveal, to show	bγy	bɣj	b ɣ j		327	b - ɣ - j
1381	arabic	to revile, to utter evil speech; III. to plead in defense of someone	rǯm	rgm	r g m		571	r - g - m -
2174	arabic	to ride	rkb	rkb	r k b		897	- - r - k - b - -
2170	ps	to ride; to (be) join(ed), connect(ed); to mount	*rkb	rkb	r k b		897	- - r - k - b - -
2173	syriac	to ride; to mount; to leap upon, sexually copulate with	rkb	rkb	r k b		897	- - r - k - b - -
2239	geez	to ridicule, mock, make fun of, jeer at	hawlaya	hawlaja	h a w l a j a		948	- - - h a w l a j a -
2661	syriac	to ripen	bšl	bʃl	b ʃ l		1071	b - ʃ - l -
3675	geez	to rise up	tanŝəˀa	tanɬəʔa	t a n ɬ ə ʔ a		1799	t a n - ɬ ə ʔ a
4194	akkadian	to rise up; to plant; to impale	zaḳāpu	zaqˤaːpu	z a qˤ aː p u		2145	z a qˤ aː p u
4196	syriac	to rise up; to suspend, hang	zḳp	zqˤp	z qˤ p		2145	z - qˤ - p -
1850	akkadian	to roar	naˀāru	naʔaːru	n a ʔ aː r u		766	n a ʔ aː r u
4027	ps	to roast	*ḳly	qˤlj	qˤ l j		2027	qˤ l j
2642	arabic	to roll a morsel of food in melted fat	lwṯ	lwθ	l w θ		1068	l - w θ -
2522	akkadian	to rule	beˀālu, bêlu, peˀālu, pêlu	beʔaːlu	b e ʔ aː l u		1041	b e - ʔ aː l - - u
3786	geez	to sanctify, declare holy, perform sacred offices, celebrate Mass	ḳaddasa	qˤaddasa	qˤ a d d a s a		1864	qˤ a d d a s a
3803	arabic	to saw	wšr	wʃr	w ʃ r		1867	- - w ʃ - r -
3804	geez	to saw	waŝara	waɬara	w a ɬ a r a		1867	w a - ɬ a r a
3798	ps	to saw	*wŝr	wɬr	w ɬ r		1867	- - w ɬ - r -
3802	syriac	to saw	nsr	nsr	n s r		1867	- - n s - r -
3801	hebrew	to saw, to plane	nsr	nsr	n s r		1867	- - n s - r -
1380	ugaritic	to say	rgm	rgm	r g m		571	r - g - m -
2722	geez	to say	bəhla	bəhla	b ə h l a		1107	b ə h - l a
2831	arabic	to scatter, to disperse	blbl	blbl	b l b l		1233	b - l b - l -
2882	geez	to scintillate, to flash, to redden	tabāraṣa	tabaːrasˤa	t a b aː r a sˤ a		1322	t a b aː r a sˤ a -
1023	akkadian	to scrape off	ḫalāšu	xalaːʃu	x a l aː ʃ u		472	x a l aː ʃ u
2292	syriac	to scrape off; to erase; to take away	grd	grd	g r d		967	g - r - d -
2289	ps	to scrape, remove hair by scraping	*grd	grd	g r d		967	g - r - d -
2252	syriac	to scrape, to itch	ḥkk	ħkk	ħ k k		952	ħ - k - k -
2250	akkadian	to scratch	ekēku	ekeːku	e k eː k u		952	- e k eː k u
2251	hebrew	to scratch	ḥākak	ħaːkak	ħ aː k a k		952	ħ aː k a k -
2253	arabic	to scratch, scrape, rub, grate	ḥkk	ħkk	ħ k k		952	ħ - k - k -
4144	hebrew	to search out	ḥpŝ	ħpɬ	ħ p ɬ		2128	ħ - p - ɬ - -
81	ugaritic	to see	ˁn	ʕn	ʕ n		19	ʕ - - - n -
623	ps	to see	*ḥḏy/*ḥzy	ħðj	ħ ð j		206	ħ ð j
626	syriac	to see	ḥzy	ħzj	ħ z j		206	ħ z j
1868	akkadian	to see	amāru	amaːru	a m aː r u		776	- - - a m aː r u -
1870	hebrew	to see	ˀmr	ʔmr	ʔ m r		776	- - ʔ - m - r - -
1867	ps	to see	*ˀmr	ʔmr	ʔ m r		776	- - ʔ - m - r - -
625	hebrew	to see, behold	ḥzy	ħzj	ħ z j		206	ħ z j
624	ugaritic	to see, to look, to observe	ḥdy	ħdj	ħ d j		206	ħ d j
718	arabic	to seek, to desire	bγy	bɣj	b ɣ j		327	b - ɣ - j
3144	hebrew	to seize	ṣbṭ	sˤbtˤ	sˤ b tˤ		1573	- sˤ - b - tˤ -
3142	akkadian	to seize, take hold of sth/smb	ṣabātu	sˤabaːtu	sˤ a b aː t u		1573	- sˤ a b aː t u
3141	ps	to seize, take hold of, catch	*ṣ̂bṭ	ɬˤbtˤ	ɬˤ b tˤ		1573	- ɬˤ - b - tˤ -
1025	arabic	to seize, to carry off by force, to take hastily, to snatch away	ḫls	xls	x l s		472	x - l - s -
3815	hebrew	to seize, to grasp	ˀḥz	ʔħz	ʔ ħ z		1872	ʔ - ħ - z -
2930	akkadian	to select, choose; to examine	baˀāru	baʔaːru	b a ʔ aː r u		1379	b a ʔ aː r u
2931	akkadian	to select; to levy (troops)	beḫēru	bexeːru	b e x eː r u		1379	b e x eː r u
772	geez	to send away	fannawa	fannawa	f a n n a w a		347	f a n n a w a
2938	arabic	to send up its fume, vapor, steam (the cooking pot)	bḫr	bxr	b x r		1381	b - x - r -
2984	ps	to send, to stretch out	*šlḥ	ʃlħ	ʃ l ħ		1426	ʃ - l - ħ -
3270	akkadian	to send; to drive out, drive away, send away; to expel	ṭarādu	tˤaraːdu	tˤ a r aː d u		1614	tˤ a r aː d u
3588	akkadian	to separate	parāḳu	paraːqˤu	p a r aː qˤ u		1746	p a r aː qˤ u
3899	geez	to separate, to detach, to tear	baṣara	basˤara	b a sˤ a r a		1961	b a sˤ a r a
3587	ps	to separate, to divide	*prḳ	prqˤ	p r qˤ		1746	p - r - qˤ -
743	akkadian	to set afire, to kindle, to burn	ḳâdu	qˤâdu	qˤ â d u		341	- qˤ â d u
4081	ps	to set out, to depart	*tbˁ	tbʕ	t b ʕ		2077	t - b - ʕ
3808	ps	to set, lay down	*ŝym	ɬjm	ɬ j m		1871	ɬ - j m -
3813	geez	to set, set in order, put, place, charge, promote, consecrate	ŝema	ɬema	ɬ e m a		1871	ɬ e - m a
3897	ugaritic	to sever	bṣr	bsˤr	b sˤ r		1961	b - sˤ - r -
2855	syriac	to sever, sunder, break	prš	prʃ	p r ʃ		1316	- - p - r - ʃ - -
2141	arabic	to sew the edge; refrain	kff	kff	k f f		863	k - f f - - -
598	ps	to shake; to move; to jump	*zl	zl	z l		194	- - - z - l -
3827	hebrew	to shatter, smash	šbr	ʃbr	ʃ b r		1881	ʃ - b - r -
1685	geez	to shell, husk	farra	farra	f a r r a		705	f a r r a
3548	akkadian	to shine	barāḫu	baraːxu	b a r aː x u		1730	b a - r aː x u
2150	ps	to shine, to be bright	*ṣḥw/*ṣ̂ḥw	sˤħw	sˤ ħ w		869	sˤ - ħ - w
2878	ps	to shine, to be bright	*brṣ	brsˤ	b r sˤ		1322	- - b - r - sˤ - -
3741	syriac	to shine, to flash	brḳ	brqˤ	b r qˤ		1837	b - r - qˤ -
3594	akkadian	to shred	parāmu	paraːmu	p a r aː m u		1747	p a r aː m u
3822	syriac	to shut, to close up	skr	skr	s k r		1880	s - k - r -
2620	ps	to sieve	*npy	npj	n p j		1065	n - p - j - -
2630	arabic	to sieve	nḫl	nxl	n x l		1066	n - x - l -
2627	ps	to sieve	*nḫl	nxl	n x l		1066	n - x - l -
2621	akkadian	to sift	napû	napû	n a p û		1065	n a p û - - -
2628	akkadian	to sift	naḫālu	naxaːlu	n a x aː l u		1066	n a x aː l u
2629	syriac	to sift; to sprinkle	nḥl	nħl	n ħ l		1066	n - ħ - l -
2543	akkadian	to sip	sarāpu	saraːpu	s a r aː p u		1046	s a r aː p u
2547	geez	to sip, to absorb	ŝrb	ɬrb	ɬ r b		1046	ɬ - r - b -
2544	hebrew	to sip, to absorb	ŝrp	ɬrp	ɬ r p		1046	ɬ - r - p -
2542	ps	to sip, to absorb	*ŝrb	ɬrb	ɬ r b		1046	ɬ - r - b -
2545	syriac	to sip, to absorb	srp	srp	s r p		1046	s - r - p -
498	ps	to sit	*wṯb	wθb	w θ b		131	- - w - θ - b -
503	syriac	to sit	ytb	jtb	j t b		131	- - j - t - b -
