NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CONCEPTICON_POS
7966	to shut up			
7967	to muzzle, to silence	3458	SILENCE	noun
7968	to stop the mouth, to bridle, to muzzle	2200	SNOUT	noun
7969	IV. to be silent			
7970	maize, corn	506	MAIZE	noun
7971	to rupture, to split	1437	SPLIT	verb
7972	to break asunder, to break open, to split	1437	SPLIT	verb
7973	to split, to hit on the head	1437	SPLIT	verb
7974	to split, to smash	1437	SPLIT	verb
7975	water distribution by opening dam			
7976	to break open a cotton boll			
7977	to hit the head with a stone or stick so that blood comes out or the head swells			
7978	to remove the shell from maize			
7979	to have a splitting headache			
7980	to split, to crack	1437	SPLIT	verb
7981	back (about men, full width of the back from buttocks to shoulders)	1291	BACK	noun
7982	voice; throat	1346	THROAT	noun
7983	stomach (of birds)	819	STOMACH	noun
7984	the thick muscular stomach of birds, craw			
7985	throat (of birds)	1346	THROAT	noun
7986	to mark, to brand	1720	SIGN	noun
7987	a mark	1720	SIGN	noun
7988	to mark, stigmatize, brand	621	IRON	noun
7989	sacred	1702	HOLY	adjective
7990	to make ritually clean, to purify			
7991	holy	1702	HOLY	adjective
7992	holy, consecrated	1702	HOLY	adjective
7993	shrine			
7994	(pa.) to sanctify, betroth, dedicate			
7995	(pa.) to purify, to sanctify			
7996	to become sacred, consecrated			
7997	(pa.) to sanctify, deem holy			
7998	(pa.) to sanctify			
7999	II. to sanctify, consecrate, purify			
8000	to sanctify, declare holy, perform sacred offices, celebrate Mass			
8001	to sanctify, hallow			
8002	to sanctify, to consecrate, to celebrate Mass			
8003	to sanctify, to celebrate Mass, to purify			
8004	Mass			
8005	to celebrate Mass			
8006	axe	677	AXE	noun
8007	an axe or hatchet	677	AXE	noun
8008	spade, shovel	1176	SPADE	noun
8009	axe, adze	677	AXE	noun
8010	twenty	1710	TWENTY	numeral
8011	to saw	3543	SAW (SOMETHING)	verb
8012	a saw	1948	SAW	noun
8013	saw	1948	SAW	noun
8014	to saw, to plane	3543	SAW (SOMETHING)	verb
8015	(ithpe.) to be saw	3543	SAW (SOMETHING)	verb
8016	to saw, tear asunder	3543	SAW (SOMETHING)	verb
8017	to saw wood			
8018	to erode, to wash or wear away, to dig	1418	DIG	verb
8019	hornhandle knife, knife for cutting and eating raw meat			
8020	to wear new clothes, to spread out	38	SPREAD OUT	verb
8021	to spread (trans.)	38	SPREAD OUT	verb
8022	to break, to cut	1432	CUT	verb
8023	to make a breach, to break through			
8024	to cut, to slit, to make a hole	1432	CUT	verb
8025	to break open, to cut open, to split	1437	SPLIT	verb
8026	to separate vertebrae from one another			
8027	comb	1475	COMB	noun
8028	to comb	2070	COMB (VERB)	verb
8029	to set, lay down	160	SET (HEAVENLY BODIES)	verb
8030	to allot power, establish, fix a destiny, ordain the future			
8031	it is appointed			
8032	to place, to put, to set up	998	PUT	verb
8033	to lay down, set down, arrange, fix	2071	LAY (VERB)	verb
8034	to place, to lay	2071	LAY (VERB)	verb
8035	(aph.) to put	998	PUT	verb
8036	to put on shoes or sandals			
8037	to place, to set up	723	PLACE (POSITION)	noun
8038	to put, place, lay (upon), put forth, apply to	998	PUT	verb
8039	I. machen (to do)			
8040	to hide, to insert one thing into another, to impress	2486	HIDE	verb
8041	to set up; to appoint (someone); to perform (ceremony)			
8042	to set, set in order, put, place, charge, promote, consecrate	723	PLACE (POSITION)	noun
8043	to constitute, to appoint as a chieftain			
8044	to correct, rectify mistakes	2231	CORRECT (SOMETHING OR SOMEBODY)	verb
8045	to appoint to office; to place on top			
8046	to take (back), grasp, seize, hold	1448	HOLD	verb
8047	to seize, to grasp	855	SEIZE	verb
8048	to take, seize	1749	TAKE	verb
8049	to hold, seize, close	1448	HOLD	verb
8050	to take, catch	1749	TAKE	verb
8051	to hold, seize	1448	HOLD	verb
8052	to grab, seize	855	SEIZE	verb
8053	nehmen (to take)			
8054	grasp, seize, take, hold, take possession of	1448	HOLD	verb
8055	saisir (to seize, to take)	1749	TAKE	verb
8056	stone or kernel of fruit	857	STONE	noun
8057	a lowquality wine made of grape seeds			
8058	grain of a seed			
8059	to make unfit			
8060	to render unfit, invalidated			
8061	to be low, base, ignoble	831	BASE	noun
8062	not to have one's former energy			
8063	to break off, to separate	1359	SEPARATE	verb
8064	to cut off; to cut in pieces			
8065	to twist, to spin	121	SPIN	verb
8066	(pa.) to spin, weave	133	WEAVE	verb
8067	to twist, to knot	430	TWIST	verb
8068	to burst; to spread	38	SPREAD OUT	verb
8069	to slit, to rent asunder, to disjoin			
8070	to spread, to be broad	38	SPREAD OUT	verb
8071	to obstruct	2762	BLOCK (THE WAY)	verb
8072	to dam up, to block	2762	BLOCK (THE WAY)	verb
8073	encircled, blocked (f.)			
8074	a bolt	2007	BOLT (OF LIGHTNING)	noun
8075	(nip.) to be obstructed			
8076	to stop up			
8077	to close up			
8078	(ithpe.) to be closed up, to be stuffed			
8079	to dam, block up			
8080	to shut, to close up	1046	SHUT	verb
8081	to dam, stop up			
8082	to prevent, to impede	1550	PREVENT	verb
8083	to break, fracture	680	BREAK (DESTROY OR GET DESTROYED)	verb
8084	to break, shatter	680	BREAK (DESTROY OR GET DESTROYED)	verb
8085	to shatter, smash			
8086	to break, refute	680	BREAK (DESTROY OR GET DESTROYED)	verb
8087	(ithpe.) to be broken	588	BROKEN	adjective
8088	to break, adulterate, crush	680	BREAK (DESTROY OR GET DESTROYED)	verb
8089	I. zerbrechen (to break)			
8090	to restrain; to curse; to destroy; to perish	681	DESTROY	verb
8091	to destroy, damage, put to rout (enemy)	681	DESTROY	verb
8092	to break, break (the leg of); (storm, etc.) to subside	680	BREAK (DESTROY OR GET DESTROYED)	verb
8093	to break; (storm) to subside	680	BREAK (DESTROY OR GET DESTROYED)	verb
8094	genitals, testicles	797	TESTICLES	noun
8095	vulva (hapax)	1837	VULVA	noun
8096	testicles, male genitals	797	TESTICLES	noun
8097	to putrefy			
8098	to be wet, drenched	1726	WET	adjective
8099	to spoil, to rot, to be putrid, to be damp, wet	2907	ROT	verb
8100	to be wet, drenched, soaked; to be soggy, to rot	2907	ROT	verb
8101	to be mouldy			
8102	to be rotten, putrid	1728	ROTTEN	adjective
8103	balsam			
8104	perfume, spices			
8105	balsam tree, balsam oil			
8106	perfumed (oil)			
8107	spice, perfume			
8108	spice, fragrance			
8109	perfume			
8110	sweet odors, perfumes			
8111	the tree of the balsam of Mekkeh, amyris opobalsamum			
8112	unripe dates			
8113	date	3801	DATE (FRUIT)	noun
8114	to disgrace, to oppress	75	DISGRACE	verb
8115	to despise	2715	DESPISE	verb
8116	to expose, to scorn, to disgrace	75	DISGRACE	verb
8117	to subdue, to overcome, to oppress	1999	OVERCOME	verb
8118	plow, yoke	14	YOKE	noun
8119	to be insolent	91	INSOLENT	adjective
8120	to be insolent, undisciplined	91	INSOLENT	adjective
8121	to be reckless, boisterous			
8122	impetuosity			
8123	shamelessness, lewdness			
8124	wanton			
8125	to consider oneself great			
8126	to cut off, to divide, to separate	1119	DIVIDE	verb
8127	to break, to notch; to depart and then return	680	BREAK (DESTROY OR GET DESTROYED)	verb
8128	to flee in disorder			
8129	to escape, to run away	1615	ESCAPE	verb
8130	to split cleanly; to be divided			
8131	to detach a unit from the main bunch			
8132	to make off, to get away			
8133	to make off, to get away, to run away	2142	RUN AWAY	verb
8134	to stay, wait	987	REMAIN	verb
8135	to remain, to stay, to persist; to relax, to dissolve	987	REMAIN	verb
8136	to cure, to heal	499	CURE	verb
8137	to be calm (?)	258	CALM	adjective
8138	to cut, to hollow out, to rend with the teeth	1432	CUT	verb
8139	to rip out guts, to devour, to gnaw; to tear to pieces	2706	GNAW	verb
8140	to be torn off			
8141	to rip out the entrails, to rip or slash open			
8142	to lop off, to chop off			
8143	to sever			
8144	to slice	2156	CUT (WITH KNIFE)	verb
8145	spring, fountain	849	SPRING (OF WATER)	noun
8146	to cut, to slit, to open a vein	1432	CUT	verb
8147	to jump; to be agile	1829	JUMP	verb
8148	impetuous			
8149	to jump; (etpe.) to be nimble, changeable	1829	JUMP	verb
8150	to be frightened, afraid; to be excited; to disturb, to disquite	2883	DISTURB	verb
8151	mind, spirit, soul	811	SOUL	noun
8152	mind	1562	MIND	noun
8153	sense, attention	2572	SENSE (PERCEIVE BY SENSES)	verb
8154	sense, mind, attention	1562	MIND	noun
8155	intellect, mind	1562	MIND	noun
8156	to be pleasant; to be happy, glad	1495	HAPPY	adjective
8157	to be glad, to rejoice	2192	REJOICE	verb
8158	to be pleasing, cheerful			
8159	to smell sweet; to be sweet; to be pleasing; to delight, rejoice	1271	DELIGHT	verb
8160	to be agreeable, fragrant, pleasant; to please, to delight	1271	DELIGHT	verb
8161	to put to shame, to despise	2715	DESPISE	verb
8162	to despise, to put to shame	2715	DESPISE	verb
8163	to despise, to loath	2715	DESPISE	verb
8164	to rebuke, to put to shame			
8165	to despise, to scorn	2715	DESPISE	verb
8166	vessel, bowl, basin?	1530	BOWL	noun
8167	ax	677	AXE	noun
8168	axe, hatchet	677	AXE	noun
8169	to tie, to join	1917	TIE	verb
8170	to clasp, to join	1743	JOIN	verb
8171	to bind, chain	1917	TIE	verb
8172	to tie up, to bind	1917	TIE	verb
8173	to like, to love	923	LOVE	verb
8174	to be insane	1899	MAD	adjective
8175	to rave, to rage, to be furious	2223	BE ANGRY	verb
8176	wilderness, steppe, desert	3687	DESERT	noun
8177	a desert	3687	DESERT	noun
8178	open county			
8179	fallow ground			
8180	untilled field, virgin soil			
8181	uncultivated land, desert	3687	DESERT	noun
8182	uncultivated field, plain, meadow	652	PLAIN	noun
8183	to sever; to make profit			
8184	severing, gain			
8185	a piece, a lump, a portion cut off	594	PIECE	noun
8186	to impose tribute			
8187	tributary territory of a town			
8188	territoire (territory)			
8189	tributary territory			
8190	to strip off, to scrape off	1767	SCRAPE	verb
8191	to peel, scrape	275	PEEL	verb
8192	to peel, shell	275	PEEL	verb
8193	to gaze, to look at, to seek	1468	LOOK FOR	verb
8194	to look for, search, to probe; to seek out someone	1468	LOOK FOR	verb
8195	to gaze, look at	1819	LOOK	verb
8196	joint, point of connection between bones	999	JOINT	noun
8197	knee, shin, calf of the leg	1371	KNEE	noun
8198	to curl up, to bend	2004	BEND	verb
8199	handfuls			
8200	a place on the back of the head where the hair ends; area of the breast where the ribs meet			
8201	leg, shin, shinbone, thigh	1297	LEG	noun
8202	joint of foot			
8203	(animal's) body from neck to rump			
8204	tendon of the neck; neck	1333	NECK	noun
8205	the upper chest that meets the collarbone			
8206	upper part of the chest, low neckline, throat	1346	THROAT	noun
8207	chest, especially the part between the teats, chest (of any hoofed animal); breast	1402	BREAST	noun
8208	the top of the chest or chest from which descends a necklace or other neck adornment; chest strap (of horse etc.)			
8209	place of the fillet steak on the back of animals; midst, side	682	SIDE	noun
8210	podex, anus, buttocks	834	BUTTOCKS	noun
8211	side (in fixed expressions)	682	SIDE	noun
8212	bladder (of animals)	1746	BLADDER	noun
8213	bladder (of a bird, sheep or fish)	1331	SHEEP	noun
8214	musk purse			
8215	word, phrase, language, idiom	1599	WORD	noun
8216	jawbones (pl.)			
8217	maxilla (jaw)			
8218	conchal nerve of the ear; ear lobe			
8219	double chin			
8220	tendon, sinew; muscle	1004	MUSCLE	noun
8221	sinews			
8222	crinis; nervus; chorda; tonus			
8223	the entire part of the belly that surrounds the navel			
8224	arm muscle			
8225	to pollute, to stain	3064	RUST	noun
8226	to contaminate, to pollute			
8227	to stain, to dirty, to spoil; to defame, to corrupt	92	SPOIL (SOMEBODY OR SOMETHING)	verb
8228	cold; numbness	1287	COLD	adjective
8229	couper (to cut)			
8230	to be asleep			
8231	to snatch, to abduct	855	SEIZE	verb
8232	to snatch away			
8233	to abduct; to seize, to grab	855	SEIZE	verb
8234	to abduct, to snatch	855	SEIZE	verb
8235	to snatch away, to rob	2073	ROB (VERB)	verb
8236	to rope an animal to milk or to kill it; to make an opponent fall by intertwining one’s legs with his; to kidnap a girl to marry her; to snatch away			
8237	to look upwards			
8238	(animal) to make water			
8239	to pass, go over	1951	PASS	verb
8240	to go over			
8241	to trespass			
8242	the other side			
8243	pass	1951	PASS	verb
8244	cross, go across	1367	CROSS	noun
8245	traverser (cross, go across)			
8246	to mark	1720	SIGN	noun
8247	to have a mark			
8248	marque au fer rouge (red iron mark)			
8249	to find out, to know	3626	KNOW	verb
8250	to treat medically, therapeutically			
8251	to remain, to be left	987	REMAIN	verb
8252	to live a pleasant, easy life			
8253	to be left, remain, survive	987	REMAIN	verb
8254	to be left over, remain	987	REMAIN	verb
8255	to avenge blood			
8256	to revenge one’s blood			
8257	blood revenge			
8258	to sit down	1649	SIT DOWN	verb
8259	(a botanical term)			
8260	kind of plant			
8261	tree the root of which furnishes a red dye which is put around the eyes			
8262	leaf with or without branch			
8263	kind of grass			
8264	to toil, to suffer pain			
8265	to toil, labor, endure hardship, be wearied, tormented, vexed			
8266	reward for trouble			
8267	toil			
8268	cadaver			
8269	carrion, corpse	767	CORPSE	noun
8270	cadaver, carrion	1770	CARCASS	noun
8271	bosom, breast	1402	BREAST	noun
8272	that which is opposite, that which corresponds; in front of, before	1882	BEFORE	other
8273	back, spine	1291	BACK	noun
8274	upper part of chest			
8275	collarbone and the part of the body between the lower neck and the sternum			
8276	windpipe and lungs			
8277	hip, loins, small of the back	1745	HIP	noun
8278	small of the back, loins	187	LOIN	noun
8279	hips and loins			
8280	loins; ridges of mountains	187	LOIN	noun
8281	flesh of back			
8282	flesh of the back			
8283	flesh, small of back	2259	FLESH	noun
8284	to cut, to divide (?)	1432	CUT	verb
8285	division, splitting			
8286	to branch apart			
8287	II. to strip, to divest			
8288	to tear, to cut, to peel	1432	CUT	verb
8289	to become torn to pieces			
8290	fleeing, slippery, fugitive	3702	SLIPPERY	adjective
8291	to go away, to depart, to withdraw; to cease to do something	1752	LEAVE	verb
8292	free, unchecked (flow of water)	2316	FREE	adjective
8293	to enter the wilderness, to take to the woods; to flee, to escape, to run	1519	RUN	verb
8294	silver, money	759	SILVER	noun
8295	silver	759	SILVER	noun
8296	to be confident, at rest	168	REST	verb
8297	to be confident			
8298	to spread, to expand, to extend; to throw somebody down upon his face; VII. to lie, to stretch oneself	38	SPREAD OUT	verb
8299	to throw down on the belly			
8300	to lie on one’s belly			
8301	(pi.) to explain, to elucidate	1626	EXPLAIN	verb
8302	(pa.) to explain, to interpret	1626	EXPLAIN	verb
8303	clumps of fat, butter	1245	BUTTER	noun
8304	clumps of butter			
8305	clumps of butter coming out of the holes in the pot when the milk is being churned			
8306	to cross, spread legs	574	TRANSIT	verb
8307	to have the legs stretched while sleeping			
8308	étendre les pieds (to spread feet)			
8309	to buy	1869	BUY	verb
8310	buy, purchase	1869	BUY	verb
8311	achat; marchandise (purchase; goods)	3406	MERCHANDISE	noun
8312	to purchase, buy	1869	BUY	verb
8313	to sell	1571	SELL	verb
8314	to migrate	229	MOVE AWAY	verb
8315	to travel, go on a trip, a journey	3665	TRAVEL	verb
8316	change residence			
8317	move to another place			
8318	womb, uterus	804	WOMB	noun
8319	intestins			
8320	to strike, to cleave	353	STRIKE	verb
8321	(hip.) to strike down, to wipe out			
8322	détruire, ruiner, arracher (to destroy, ruin, tear off)			
8323	one who injures, destroys			
8324	to be tight	3053	TIGHT	adjective
8325	VII. to become lean, emaciated; VIII. to become poor, in want or need	2339	NEED (SOMETHING)	other
8326	to cause to rejoice			
8327	to rejoice, to be glad, to be comforted	2192	REJOICE	verb
8328	to rejoice, to be happy	2192	REJOICE	verb
8329	to be spacious			
8330	to cease, desist	1928	CEASE	verb
8331	to be spacious, roomy; VII. to be dilated with joy (one's bosom)			
8332	to enlarge a structure			
8333	enlargement			
8334	to deceive, to slander	3230	DECEIVE	verb
8335	to slander	3641	SLANDER	verb
8336	to deceive (by talking)	3230	DECEIVE	verb
8337	deception	13	DECEIT	noun
8338	to touch; to fall upon somebody, to attack	1892	TOUCH	verb
8339	to meet someone; to fall upon someone, to assault someone			
8340	to meet; to touch; to happen, befall	1831	MEET	verb
8341	to pain, to afflict, to distress	2561	HURT (SENSE PAIN)	verb
8342	to become afraid			
8343	to be terrified			
8344	to test, to try	1812	TRY	verb
8345	to try, to test, to investigate	1812	TRY	verb
8346	to bring together			
8347	to own a share in a common fund			
8348	group(?)			
8349	to mix, to associate, to unite in company	2017	MIX	verb
8350	to assemble, to come together	3638	ASSEMBLE (GET TOGETHER)	verb
8351	to bring together, to reconcile; to acquire property by mutual agreement			
8352	réunir, rassembler (reunite, reassemble)			
8353	to agree, to make an agreement	3643	AGREE	verb
8354	to plot, to conspire; to summon, to invite; to be a member of a group in order to share in its sorrows and joys	1611	INVITE	verb
8355	to share, to do something together with someone	884	SHARE	verb
8356	inhabitant, subject			
8357	settlers, colonists, inhabitants			
8358	habitant; assujetti (inhabitant; subject)			
8359	dependent, subject, resident			
8360	to hit, to kill	1417	KILL	verb
8361	to hit someone so as to nearly kill him			
8362	to perforate	1501	BORE	verb
8363	to open up passway			
8364	to pierce, to penetrate, to go through	398	PIERCE	verb
8365	to pierce, to make a hole in a water jug	398	PIERCE	verb
8366	to cut, to tear	1432	CUT	verb
8367	to pick, gather grapes	2148	PICK	verb
8368	to separate, to detach, to tear	1359	SEPARATE	verb
8369	to be winnowed (grain); to be combed (hair)			
8370	to scratch, to scrape with the nails or claws; to cut grass or reap grain close to the ground	1436	SCRATCH	verb
8371	to be winnowed (grain)			
8372	to comb, to winnow	2070	COMB (VERB)	verb
8373	to mix, to stir	2017	MIX	verb
8374	to mix up by stirring vigorously			
8375	to stir about, to mix up			
8376	to dilute with water, to dissolve in water			
8377	to mix by stirring vigorously			
8378	to stir powdery substances in water			
8379	to spill out			
8380	to gush out, to spill out			
8381	to gush, to spurt up			
8382	to gush up			
8383	to gush out (spring); to spit out (milk)			
8384	to emigrate			
8385	to emigrate, be driven away			
8386	be uprooted (plant)			
8387	to emigrate, be uprooted			
8388	to get revenge			
8389	to punish, to take vengeance; to vindicate, to plead	3649	PUNISH	verb
8390	to revenge, to avenge	495	REVENGE	verb
8391	to get revenge, to seek revenge			
8392	part, lot	779	PART	noun
8393	part, portion	779	PART	noun
8394	tax	873	TAX	noun
8395	lot; pustule			
8396	to draw lots			
8397	military billeting, provisioning			
8398	tax, tribute owed by citizens to the government	873	TAX	noun
8399	tax in food or grain for soldiers			
8400	curtain, rag	2621	CURTAIN	noun
8401	rag	332	RAG	noun
8402	wornout fragment, rag	332	RAG	noun
8403	garment, cloth	1616	CLOTH	noun
8404	to spill, to pour	1487	POUR	verb
8405	to become plentiful, to swell; to spread; verser (de l'eau)	1573	SWELL	verb
8406	to spill, to pour; to spread, to be scattered about	1487	POUR	verb
8407	to spill, to spill out, to leak	2253	DRIP (EMIT LIQUID)	verb
8408	to be spilled			
8409	to separate, to tear	1359	SEPARATE	verb
8410	to remove the pellicles from grain; to mow or reap close to the ground	190	MOW	verb
8411	to come out, to be prominent	1107	GO OUT	verb
8412	(etp.) to come to light; (aph.) to uncover	1108	UNCOVER	verb
8413	to give out, to discharge, to come out	1107	GO OUT	verb
8414	to be shrewd, cunning, smart	2530	SMART	adjective
8415	to surpass, to excel	402	SURPASS	verb
8416	to be superior, to surpass, to exceed	402	SURPASS	verb
8417	passage, entrance			
8418	outlet, passage, gate	2940	GATE	noun
8419	gate, entrance, door(way)	2940	GATE	noun
8420	to knock down			
8421	to throw down, to knock out with a blow to the head			
8422	to knock down; to fall down, to fall flat	1280	FALL	verb
8423	to cut, to break	1432	CUT	verb
8424	to fall hard from a height and break one’s bones			
8425	to tear off			
8426	to cut to pieces, bits			
8427	tree, bush	906	TREE	noun
8428	kind of bush whose seeds are used to stun fish			
8429	kind of tree			
8430	to be spoiled			
8431	to become spoiled, depraved			
8432	to interrupt, to break up (a company)			
8433	to interrupt, to break up; to spoil (grain, sugar) by spreading it out and trampling on it	92	SPOIL (SOMEBODY OR SOMETHING)	verb
8434	flat hand with wrist			
8435	the distance between the tip of the thumb and that of the index finger when held apart, or between the root of the thumb and the tip of the index finger when the former is leaning against the latter			
8436	wrist, bone that joins the forearm with the hand	799	WRIST	noun
8437	door	1567	DOOR	noun
8438	(kind of) disease causing scales on the skin; leprosy	3624	LEPROSY	noun
8439	a pockmark or wart	2665	WART	noun
8440	scales on the bodies of serpents			
8441	scales on the serpent			
8442	leper, who has scaly skin			
8443	bladder, inflated organ	1746	BLADDER	noun
8444	womb; the (bladderlike) gullet of a bird	804	WOMB	noun
8445	bladder (of a fish)	1746	BLADDER	noun
8446	vesica (bladder); pustula			
8447	natural female parts of body, highly developed and thick; woman whose vagina is very ample, thick; man who has big buttocks, or thick lips	1244	THICK	adjective
8448	to be soft, moistened	1856	SOFT	adjective
8449	to soak, moisten	2069	SOAK (VERB)	verb
8450	crushed, loose earth			
8451	rotten	1728	ROTTEN	adjective
8452	to become sour; to become soft by reason of too much water	2229	BECOME SOUR	verb
8453	to adhere, to stick to each other			
8454	to shut, to close	1046	SHUT	verb
8455	to stick	254	STICKING	verb
8456	glue	1069	GLUE	noun
8457	to adhere, to stick to, to cohere			
8458	to be firm, secure, tight; to be adhesive, pasted or soldered on; to join someone, to follow after him	3053	TIGHT	adjective
8459	to be tight, strict	3053	TIGHT	adjective
8460	to be tight, firm, to be glued, to stick together	3053	TIGHT	adjective
8461	to bring alongside, to draw alongside			
8462	to stick, to cling	254	STICKING	verb
8463	to cling, to leave, to be contiguous	1752	LEAVE	verb
8464	to cling, to stick together			
8465	to adhere, to attach, to be joined	3894	ATTACH	verb
8466	to adhere, to touch, to reach	1892	TOUCH	verb
8467	it is glued, stuck			
8468	to cleave to, to stick to			
8469	to be stuck or cemented together			
8470	to prick, to puncture	1434	STAB	verb
8471	to pierce, to stitch	398	PIERCE	verb
8472	to pick up with the tips of the fingers, to grasp, to interlace with the fingers; to braid (hair)	2021	GRASP	verb
8473	to patch, to mend a garment	3550	PATCH	verb
8474	to be close, to join each other	1046	SHUT	verb
8475	nation	789	PEOPLE	noun
8476	to put together			
8477	agreement, concord	3644	AGREEMENT	noun
8478	to make a peace settlement			
8479	to be attached, friendly			
8480	to be good, patient, docile	1035	GOOD	adjective
8481	to pierce, to stab ?	398	PIERCE	verb
8482	to provide with dagesh			
8483	punctured			
8484	stabbing			
8485	to strike hard			
8486	to pulverize			
8487	to decorate a leather bookbinding by imprinting, incising or making strokes			
8488	to cover a book cover, scabbard or saddle with leather; to affix metal decorations along a sword scabbard; to make designs on a book cover or on jewelry with a metal tool	3424	SHEATH	noun
8489	to push	1452	PUSH	verb
8490	to push, to knock down	1452	PUSH	verb
8491	to push away			
8492	to push, to strike	1452	PUSH	verb
8493	to perish, to be wiped out; to push aside, to repulse	2865	DIE (FROM ACCIDENT)	verb
8494	to harm, to hurt	2411	HURT (SOMEBODY)	verb
8495	to pat, to slap	3160	SLAP	verb
8496	to slap	3160	SLAP	verb
8497	to be good, beautiful, to prosper, to be pleasing	1427	BEAUTIFUL	adjective
8498	to adorn, to embellish			
8499	to be clear, lively, to brighten, to be bright	679	BRIGHT	adjective
8500	to become lively, animated; to be attractive, nice looking	2410	GOOD-LOOKING	adjective
8501	to be lively			
8502	to be beautiful, pretty	2410	GOOD-LOOKING	adjective
8503	to thresh; to trample	285	THRESH	verb
8504	to thresh; to trample down	285	THRESH	verb
8505	to trample			
8506	to trample, to tread	575	TREAD	verb
8507	to tread, to trample; to thresh	285	THRESH	verb
8508	to to tread down, to trample underfoot			
8509	to step on, to trample, to crush underfoot	575	TREAD	verb
8510	to trample on			
8511	to tread, to trample	575	TREAD	verb
8512	to step, to open (the way)	2065	STEP (VERB)	verb
8513	to tread, to thrash	575	TREAD	verb
8514	to stride in a stately manner			
8515	to pleade one’s cause			
8516	judge	861	JUDGE	noun
8517	to make a judgment			
8518	to judge, to bring suit	1818	ADJUDICATE	verb
8519	a particular law, a statute, an ordinance, a law	1062	LAW	noun
8520	loyalty			
8521	imposer			
8522	judgment, punishment	1067	JUDGMENT	noun
8523	to judge, to sentence	1818	ADJUDICATE	verb
8524	mediator			
8525	to condemn, to judge	484	CONDEMN	verb
8526	secular judge			
8527	to be lost, to perish	2865	DIE (FROM ACCIDENT)	verb
8528	to flee, to run away at random	956	FLEE	verb
8529	to be spread, to lie flat	38	SPREAD OUT	verb
8530	to put into, to join together			
8531	to assign tasks			
8532	to fall in drops			
8533	to fall, to collapse	1280	FALL	verb
8534	to fall, to fall down	1280	FALL	verb
8535	to be heavy	1210	HEAVY	adjective
8536	to be well-shaped, full, complete	1429	FULL	adjective
8537	to settle, to pay in full			
8538	to settle a debt			
8539	to be sad, depressed	3973	DEPRESSED	adjective
8540	grieved			
8541	to be very sad			
8542	to be grieved			
8543	to be hard, difficult for someone	1884	HARD	adjective
8544	to block the way			
8545	to beat, to fight	1423	FIGHT	verb
8546	(hip.) to torment, to grieve	1955	GRIEVE	verb
8547	(aph.) depulit; prohibuit, defendit (to repel; to prohibit)			
8548	to beat, to smite	1665	BEAT	verb
8549	to struggle			
8550	to pierce, to beat, to hit	1433	HIT	verb
8551	mortar	224	MORTAR	noun
8552	to feel pain	2561	HURT (SENSE PAIN)	verb
8553	to distress, to make suffer			
8554	to be fed up, depressed	3973	DEPRESSED	adjective
8555	to feel pain, to suffer	1101	SUFFER	verb
8556	to swing	2871	SWING (MOVEMENT)	verb
8557	(hip.) to move to and fro, to brandish			
8558	se inclinavit; pependit (to bow (intr.); to hang)	2884	HANG	verb
8559	to overlook, to overtop			
8560	to become little, diminished ?			
8561	misery, hardship, toil	2553	MISERY	noun
8562	D. to oppress, to subdue			
8563	poor, deficient	1674	POOR	adjective
8564	to become little, tiny			
8565	to become degenerated, diminished			
8566	to fix, to fasten, to plant	1094	FASTEN	verb
8567	to plant, to fix, to fasten; to implant	1094	FASTEN	verb
8568	to plant, to fasten	1094	FASTEN	verb
8569	to plant, to settle	1486	PLANT (SOMETHING)	verb
8570	to plant, to fix	1486	PLANT (SOMETHING)	verb
8571	hump of animal (camel, etc.)			
8572	camel hump summit			
8573	hump of animal			
8574	hump of camel or of cattle			
8575	spine	805	SPINE	noun
8576	legs (as lower parts of body)	1297	LEG	noun
8577	upper or inner thigh			
8578	legs of a camel; lower body parts, ass	1862	DONKEY	noun
8579	having large feet			
8580	to crush, to pound; to be ground finely, to be fine, minute	354	POUND	verb
8581	D. to pulverize, to crash			
8582	tiny; fine; weak	1601	WEAK	adjective
8583	pulverized, fine	218	FINE (PENALTY)	noun
8584	to crush; to become fine through grinding	1520	CRUSH	verb
8585	fine	218	FINE (PENALTY)	noun
8586	to be crushed into small pieces, to be ground up fine			
8587	to grind, to pound, to beat	1033	GRIND	verb
8588	to pound, to crush	354	POUND	verb
8589	to break, to crush; to knock; to be thin, slender, small, minute, fine	2396	KNOCK	verb
8590	to crush, to pound, to make fine	354	POUND	verb
8591	to be minute, attenuated; to grow thin and fine; to be pulverized, broken to bits			
8592	to beat, to thrash soundly; to be fine, minute	1665	BEAT	verb
8593	to be ground finely			
8594	to pound	354	POUND	verb
8595	to be pounded, slowly smashed			
8596	to become thin			
8597	to contract			
8598	to bend over, to curl, to droop	2761	BEND (ONESELF)	verb
8599	to contract (the hands)			
8600	to draw together, shut	1046	SHUT	verb
8601	to contract, restrain, constrain			
8602	to shrink, contract, disappear	54	SHRINK	verb
8603	to break off a piece			
8604	to split, to cut	1432	CUT	verb
8605	to trade in wine or beer	1639	BEER	noun
8606	to brew beer			
8607	female tavern keeper			
8608	to tipple			
8609	to buy wine in order to resell it			
8610	to blunt, to trim	379	BLUNT	adjective
8611	to blunt, to chip, to trim	379	BLUNT	adjective
8612	one whose tooth is broken			
8613	balances			
8614	scales	266	SCALE	noun
8615	be heavy	1210	HEAVY	adjective
8616	to weigh, measure	1098	WEIGH	verb
8617	to chew cud			
